name,price,original_price,discount,model,brand,availability,rating,review_count,image_url,product_url,specifications,category,subcategory,description
"Asus TUF Gaming A15 FA506NFR Ryzen 7 7435HS RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop","95,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/tuf-gaming-a15-fa506nf/tuf-gaming-a15-fa506nf-front-228x228.webp,https://www.startech.com.bd/asus-tuf-gaming-a15-fa506nfr-ryzen-7-gaming-laptop,{},Laptop,Gaming Laptop,
"HP Victus Gaming 15-fb1053AX Ryzen 5-7535HS RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop","98,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/15-fb1053ax/15-fb1053ax-01-228x228.webp,https://www.startech.com.bd/hp-victus-gaming-15-fb1053ax-ryzen-5-7535hs-gaming-laptop,{},Laptop,Gaming Laptop,
"Lenovo LOQ 15IAX9 Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD 144Hz Gaming Laptop","99,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/loq-15iax9/loq-15iax9-01-228x228.webp,https://www.startech.com.bd/lenovo-loq-15iax9-i5-12th-gen-gaming-laptop,{},Laptop,Gaming Laptop,
"MSI Thin 15 B13VE Core i5 13th Gen RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop","102,900৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/msi/thin-15-b13ve/thin-15-b13vethin-15-b13ve-01-228x228.webp,https://www.startech.com.bd/msi-thin-15-b13ve-i5-13th-gen-gaming-laptop,{},Laptop,Gaming Laptop,
"MSI Thin A15 B7UC Ryzen 5 7535HS RTX 3050 4GB GDDR6 Graphics 15.6"" FHD Gaming Laptop","95,000৳105,000৳","105,000৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/msi/thin-15-b13ve/thin-15-b13vethin-15-b13ve-01-228x228.webp,https://www.startech.com.bd/msi-thin-a15-b7uc-ryzen-5-7535hs-laptop,{},Laptop,Gaming Laptop,
Asus TUF Gaming A15 FA506NCR Ryzen 7 7435HS RTX 3050 4GB Graphics (Up To 75W TGP) Gaming Laptop,"103,500৳107,000৳","107,000৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/tuf-gaming-a15-fa506nc/tuf-gaming-a15-fa506nc-front-228x228.webp,https://www.startech.com.bd/asus-tuf-gaming-a15-fa506ncr-ryzen-7-gaming-laptop,{},Laptop,Gaming Laptop,
"ASUS TUF Gaming F16 FX607VB Core 5 210H RTX 3050A 4GB Graphics 16"" WUXGA Gaming Laptop","112,000৳115,800৳","115,800৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/fx607vb-rl012w/fx607vb-rl012w-01-228x228.webp,https://www.startech.com.bd/asus-tuf-gaming-f16-fx607vb-core-5-210h-gaming-laptop,{},Laptop,Gaming Laptop,
"Acer Nitro V 15 ANV15-51 Core i5 13th Gen 15.6"" FHD Gaming Laptop","125,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/nitro-v-15-anv15-51-0/nitro-v-15-anv15-51-228x228.webp,https://www.startech.com.bd/acer-nitro-v-15-anv15-51-core-i5-gaming-laptop,{},Laptop,Gaming Laptop,
"Gigabyte G5 MF5 Core i7 13th Gen RTX 4050 6GB Graphics 512GB SSD 15.6"" FHD 144Hz Gaming Laptop","129,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/gigabyte/g5-mf5/g5-mf5-01-228x228.webp,https://www.startech.com.bd/gigabyte-g5-mf5-gaming-laptop,{},Laptop,Gaming Laptop,
"HP Victus 16-r1237TX Core i5 14th Gen RTX 3050 6GB Graphics 16"" FHD Gaming Laptop","130,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/victus-16-r1237tx/victus-16-r1237tx-01-228x228.webp,https://www.startech.com.bd/hp-victus-16-r1237tx-gaming-laptop,{},Laptop,Gaming Laptop,
"Gigabyte G5 MF5 Core i7 13th Gen RTX 4050 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop","134,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/gigabyte/g5-mf5/g5-mf5-01-228x228.webp,https://www.startech.com.bd/gigabyte-g5-mf5-core-i7-13th-gen-laptop,{},Laptop,Gaming Laptop,
"Gigabyte G6 MF Core i7 13th Gen RTX 4050 6GB Graphics 16"" WUXGA 165Hz Gaming Laptop","134,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/gigabyte/g6-mf/g6-mf-01-228x228.webp,https://www.startech.com.bd/gigabyte-g6-mf-gaming-laptop,{},Laptop,Gaming Laptop,
"Gigabyte G6 MF Core i7 13th Gen RTX 4050 6GB Graphics 16"" Gaming Laptop","138,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/gigabyte/g6-mf/g6-mf-01-228x228.webp,https://www.startech.com.bd/gigabyte-g6-mf-core-i7-gaming-laptop,{},Laptop,Gaming Laptop,
"MSI Thin A15 B7VE Ryzen 7 7735HS RTX 4050 6GB GDDR6 Graphics 15.6"" FHD Gaming Laptop","135,000৳140,000৳","140,000৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/msi/thin-a15-b7ve/thin-a15-b7ve-1-228x228.webp,https://www.startech.com.bd/msi-thin-a15-b7ve-ryzen-7-7735hs-laptop,{},Laptop,Gaming Laptop,
"HP Victus Gaming 15-fa1251TX Core i7 13th Gen RTX 3050 6GB Graphics 15.6"" FHD Gaming Laptop","143,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/victus-15-fa0157tx/victus-15-fa0157tx-01-228x228.webp,https://www.startech.com.bd/hp-victus-gaming-15-fa1251tx-core-i7-13th-gen-gaming-laptop,{},Laptop,Gaming Laptop,
"Asus TUF Gaming A15 FA507NUR Ryzen 7 7435HS RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop","140,000৳143,500৳","143,500৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/fa507nur/a15-fa507nur-00001-228x228.webp,https://www.startech.com.bd/asus-tuf-gaming-a15-fa507nur-ryzen-7-gaming-laptop,{},Laptop,Gaming Laptop,
"ASUS TUF Gaming A16 FA617NSR Advantage Edition Ryzen 7 7435HS RX 7600S 8GB Graphics 16"" WUXGA Gaming Laptop","144,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/tuf-gaming-a16-fa617nsr/tuf-gaming-a16-fa617nsr-01-228x228.webp,https://www.startech.com.bd/asus-tuf-gaming-a16-fa617nsr-ryzen-7-7435hs-rx-7600s-8gb-gaming-laptop,{},Laptop,Gaming Laptop,
"Gigabyte G6 KF Core i7 13th Gen RTX 4060 8GB Graphics 16"" WUXGA 165Hz Gaming Laptop","144,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/gigabyte/g6-kf/g6-kf-01-228x228.webp,https://www.startech.com.bd/gigabyte-g6-kf-core-i7-13-gen-gaming-laptop,{},Laptop,Gaming Laptop,
"Lenovo IdeaPad Slim 5 16AKP10 Ryzen AI 7 350 16"" 2.8K Laptop","160,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/ideapad-slim-5-16akp10/ideapad-slim-5-16akp10-002-228x228.webp,https://www.startech.com.bd/lenovo-ideapad-slim-5-16akp10-laptop,{},Laptop,Premium Ultrabook,
"Lenovo Yoga Pro 7 14ASP9 Ryzen AI 9 365 14.5"" 2.8K Laptop","205,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/yoga-pro-7-14asp9/yoga-pro-7-14asp9-01-228x228.webp,https://www.startech.com.bd/lenovo-yoga-pro-7-14asp9-laptop,{},Laptop,Premium Ultrabook,
"Lenovo IdeaPad 5 2-in-1 14AHP9 Ryzen 5 8645HS 14"" WUXGA Touch Laptop","101,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/ideapad-5-2-in-1-14ahp9/ideapad-5-2-in-1-14ahp9-008-228x228.webp,https://www.startech.com.bd/lenovo-ideapad-5-2-in-1-14ahp9-laptop,{},Laptop,Premium Ultrabook,
"Lenovo IdeaPad 5 2-in-1 14AHP9 Ryzen 5 8645HS 14"" WUXGA Touch Laptop Luna Grey","101,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/ideapad-5-2-in-1-14ahp9-luna-grey/ideapad-5-2-in-1-14ahp9-luna-grey-01-228x228.webp,https://www.startech.com.bd/lenovo-ideapad-5-2-in-1-14ahp9-laptop-luna-grey,{},Laptop,Premium Ultrabook,
"Lenovo IdeaPad 5 2-in-1 14IAL10 Core Ultra 5 225H 14"" WUXGA Touch Laptop","123,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/ideapad-5-2-in-1-14ial10/ideapad-5-2-in-1-14ial10-01-228x228.webp,https://www.startech.com.bd/lenovo-ideapad-5-2-in-1-14ial10-core-ultra-5-225h-laptop,{},Laptop,Premium Ultrabook,
"Acer Swift Go 14 SFG14-73 Core Ultra 5 125H 14"" WQXGA+ OLED AI Laptop","121,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/swift-go-14-sfg14-73t/swift-go-14-sfg14-73t-01-228x228.webp,https://www.startech.com.bd/acer-swift-go-14-sfg14-73-core-ultra-5-ai-laptop,{},Laptop,Premium Ultrabook,
"Acer Swift Go 14 SFG14-73T Core Ultra 7 155H 16GB RAM 1TB SSD 14"" WUXGA Touch Laptop","141,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/swift-go-14-sfg14-73t/swift-go-14-sfg14-73t-01-228x228.webp,https://www.startech.com.bd/acer-swift-go-14-sfg14-73t-core-ultra-7-155h-14-inch-wuxga-laptop,{},Laptop,Premium Ultrabook,
"Acer Swift Go 14 SFG14-73 Core Ultra 7 155H 14"" WQXGA+ OLED AI Laptop","148,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/swift-go-14-sfg14-73t/swift-go-14-sfg14-73t-01-228x228.webp,https://www.startech.com.bd/acer-swift-go-14-sfg14-73-core-ultra-7-laptop,{},Laptop,Premium Ultrabook,
"Microsoft Surface Laptop 5 Core i5 12th Gen 8GB RAM 512GB SSD 13.5"" QHD Multi-Touch Laptop (R1S-00026)","149,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/microsoft/surface-laptop-5/surface-laptop-5-matte-black-01-228x228.webp,https://www.startech.com.bd/microsoft-surface-laptop-5-core-i5-512gb-ssd-laptop,{},Laptop,Premium Ultrabook,
"ASUS Zenbook A14 UX3407RA Snapdragon X Elite 14"" OLED Copilot+ PC Laptop","182,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/zenbook-a14-ux3407ra/zenbook-a14-ux3407ra-01-228x228.webp,https://www.startech.com.bd/asus-zenbook-a14-ux3407ra-laptop,{},Laptop,Premium Ultrabook,
"ASUS Zenbook A14 UX3407RA Snapdragon X Elite 14"" OLED Copilot+ PC Laptop Iceland Gray","182,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/zenbook-a14-ux3407ra-iceland-gray-/zenbook-a14-ux3407ra-iceland-gray-01-228x228.webp,https://www.startech.com.bd/asus-zenbook-a14-ux3407ra-laptop-iceland-gray,{},Laptop,Premium Ultrabook,
"ASUS Zenbook 14 OLED UM3406KA Ryzen AI 7-350 14"" Copilot+ PC Laptop","185,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/zenbook-14-oled-um3406ha/zenbook-14-oled-um3406ha-001-228x228.webp,https://www.startech.com.bd/asus-zenbook-14-oled-um3406ka-laptop,{},Laptop,Premium Ultrabook,
"Microsoft Surface Laptop 7th Edition Snapdragon X Plus 12 Core 256GB SSD 13.8"" 120Hz Touch Copilot+ PC Laptop","170,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/microsoft/surface-laptop-7th-edition/platinum/surface-laptop-7th-edition-platinum-01-228x228.webp,https://www.startech.com.bd/microsoft-surface-laptop-7th-edition-256gb-ssd,{},Laptop,Premium Ultrabook,
Microsoft Surface Laptop 7th Edition Snapdragon X Plus 12 Core Copilot+ & AI Optimized Laptop Black,"195,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/microsoft/surface-laptop-7th-edition/black/surface-laptop-7th-edition-01-228x228.webp,https://www.startech.com.bd/microsoft-surface-laptop-7th-edition-laptop-black,{},Laptop,Premium Ultrabook,
Microsoft Surface Laptop 7 Copilot+ PC 7th Edition Copilot Plus & AI Optimized Platinum Laptop,"195,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/microsoft/surface-laptop-7th-edition/platinum/surface-laptop-7th-edition-platinum-01-228x228.webp,https://www.startech.com.bd/microsoft-surface-laptop-7th-edition-512gb-ssd-laptop,{},Laptop,Premium Ultrabook,
"ASUS Zenbook S 14 OLED UX5406SA Core Ultra 7 256V 14"" 3K OLED Copilot+ PC Laptop","214,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/ux5406sa-pv160ws/ux5406sa-pv160ws-02-228x228.webp,https://www.startech.com.bd/asus-zenbook-s-14-oled-ux5406sa-core-ultra-7-oled-laptop,{},Laptop,Premium Ultrabook,
"Microsoft Surface Pro 9 Core i7 12th Gen 16GB RAM 512GB SSD 13"" 120Hz Touch Laptop Graphite (VQ1-00001)","215,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/microsoft/surface-pro-9-graphite/surface-pro-9-graphite-0001-228x228.webp,https://www.startech.com.bd/microsoft-surface-pro-9-core-i7-12th-gen-16gb-ram-512gb-ssd-touch-laptop,{},Laptop,Premium Ultrabook,
"ASUS Zenbook S 14 OLED UX5406SA Core Ultra 7 256V 14"" 3K Copilot+ PC Touch Laptop White","214,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/zenbook-s-14-oled-ux5406sa-white/zenbook-s-14-oled-ux5406sa-white-01-228x228.webp,https://www.startech.com.bd/asus-zenbook-s-14-oled-ux5406sa-laptop-white,{},Laptop,Premium Ultrabook,
"Dell XPS 13 9340 Intel Core Ultra 7 155H 13.4"" FHD+ Laptop","235,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/dell/xps-13-9340/xps-13-9340-01-228x228.webp,https://www.startech.com.bd/dell-xps-13-9340-intel-core-ultra-7-laptop,{},Laptop,Premium Ultrabook,
ASUS Zenbook Duo UX8406CA Core Ultra 9 14.0-inch OLED Laptop,"269,900৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/zenbook-duo-ux8406ca/zenbook-duo-ux8406ca-01-228x228.webp,https://www.startech.com.bd/asus-zenbook-duo-ux8406ca-laptop,{},Laptop,Premium Ultrabook,
Star Backpack Blue,"1,200৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/star-tech-bag/star-tech-bag-01-228x228.webp,https://www.startech.com.bd/star-backpack-blue,{},Laptop,Laptop Bag,
MaxGreen MGB-455 13.3-inch Laptop Sleeve Bag,"1,000৳1,700৳","1,700৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/bag/maxgreen/mgb-455/mgb-455-00-228x228.webp,https://www.startech.com.bd/maxgreen-mgb-455-13-3-inch-laptop-bag,{},Laptop,Laptop Bag,
WiWU iShield Ultra Thin Hard Shell White Frosted Laptop Case for 12 inch Macbook (A1534),"1,500৳1,700৳","1,700৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/bag/wiwu/ishield-ultra-thin/ishield-ultra-thin-01-228x228.webp,https://www.startech.com.bd/wiwu-ishield-ultra-thin-hard-shell-laptop-case-for-12-inch-macbook,{},Laptop,Laptop Bag,
WiWu iShield Ultra Thin Hard Shell Anti-Slip Laptop Case,"1,500৳1,900৳","1,900৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/backpack/wiwu/case/ishield/ishield-01-228x228.jpg,https://www.startech.com.bd/wiwu-ishield-ultra-thin-laptop-case,{},Laptop,Laptop Bag,
"WiWU iSHIELD Ultra Thin Hard Shell Laptop Case for Macbook 16""","1,500৳1,950৳","1,950৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/wiwu/ishield/ishield-01-228x228.webp,https://www.startech.com.bd/wiwu-ishield-ultra-thin-hard-shell-laptop-case,{},Laptop,Laptop Bag,
ASUS AP4600 Professional Backpack,"1,990৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/asus/asus-ap4600-backpack/ap4600-01-228x228.webp,https://www.startech.com.bd/asus-ap4600-backpack,{},Laptop,Laptop Bag,
"Wiwu Cosmo Slim Case for 13.3"" Laptop Black Color","1,800৳2,000৳","2,000৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/wiwu/cosmo-slim-case/cosmo-slim-case-228x228.jpg,https://www.startech.com.bd/wiwu-cosmo-slim-case-for-laptop,{},Laptop,Laptop Bag,
"Targus TBS64602GL Cypress 14"" EcoSmart Laptop Sleeve Case","1,800৳2,000৳","2,000৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/Targus/tbs64602gl/tbs64602gl-01-228x228.jpeg,https://www.startech.com.bd/targus-tbs64602gl-cypress-14-inch-laptop-sleeve-case,{},Laptop,Laptop Bag,
"Targus Intellect Laptop Backpack 15.6""-Black/Grey ( TBB565GL)","1,900৳2,100৳","2,100৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/backpack/tbb565gl/tbb565gl-1-228x228.jpeg,https://www.startech.com.bd/Targus-tbb565gl-backpack,{},Laptop,Laptop Bag,
"Targus TSB883-72 15.6"" Safire Backpack","1,900৳2,100৳","2,100৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/backpack/targus /tsb883/tsb883-01-228x228.jpg,https://www.startech.com.bd/targus-tsb883-72-safire-backpack,{},Laptop,Laptop Bag,
"Targus TSS898 15.6"" Business Casual Slipcase Laptop Bag","1,800৳2,200৳","2,200৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/Targus/tss898/tss898-01-228x228.jpg,https://www.startech.com.bd/targus-tss898-business-casual-slipcase-laptop-bag,{},Laptop,Laptop Bag,
"Targus TSB194US-70 Motor 16"" Laptop Backpack","2,200৳2,450৳","2,450৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/Targus/tsb194us-70-motor/tsb194us-70-motor-01-228x228.webp,https://www.startech.com.bd/targus-tsb194us-70-motor-laptop-backpack,{},Laptop,Laptop Bag,
Wiwu Minimalist Shoulder Laptop Bag 15.6 inch,"2,600৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/bag/wiwu/minimalist-15-6/minimalist-15-6-01-228x228.jpg,https://www.startech.com.bd/wiwu-minimalist-shoulder-laptop-bag-15-6-inch,{},Laptop,Laptop Bag,
"Asus ROG BP1501G 17"" Laptop Gaming Backpack","2,600৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/asus/bp1501g/bp1501g-01-228x228.webp,https://www.startech.com.bd/asus-rog-bp1501g-laptop-backpack,{},Laptop,Laptop Bag,
"WiWU Warriors Backpack X Pro 15.6"" Waterproof Laptop Backpack","9,900৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/wiwu/warriors-backpack-x-pro/warriors-backpack-x-pro-01-228x228.webp,https://www.startech.com.bd/wiwu-warriors-backpack-x-pro-backpack,{},Laptop,Laptop Bag,
WiWU Minimalist Waterproof Large Capacity Business Laptop Backpack,"2,250৳2,700৳","2,700৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/wiwu/minimalist-backpack/minimalist-backpack-01-228x228.webp,https://www.startech.com.bd/wiwu-minimalist-laptop-backpack,{},Laptop,Laptop Bag,
Honor Official Backpack For Tablet,"3,400৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/honor/honor-official-backpack-01-228x228.webp,https://www.startech.com.bd/honor-official-backpack-for-tablet,{},Laptop,Laptop Bag,
"ASUS ROG BP1800 18"" Laptop Gaming Backpack","2,990৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/asus/rog-bp1800/rog-bp1800-01-228x228.webp,https://www.startech.com.bd/asus-rog-bp1800-laptop-backpack,{},Laptop,Laptop Bag,
WiWU Campus Slim Case 13.3-inch Laptop Bag,"2,500৳3,000৳","3,000৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/backpack/wiwu/campus-slim-case-13-3-inch/campus-slim-case-13-3-inch-04-228x228.webp,https://www.startech.com.bd/wiwu-campus-slim-case-13-3-inch-laptop-bag,{},Laptop,Laptop Bag,
WiWU Pilot Backpack 15.6-inch Travelling Laptop Business School Backpack,"2,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/backpack/wiwu/pilot-backpack/pilot-backpack-02-228x228.webp,https://www.startech.com.bd/wiwu-pilot-backpack-travelling-laptop-backpack ,{},Laptop,Laptop Bag,
MaxGreen 19v 2.37a 45W Laptop Charger Adapter For ASUS Laptop,Out Of Stock,,,,,Out Of Stock,,,https://www.startech.com.bd/image/cache/catalog/laptop-charger-adapter/maxgreen/45w-laptop-charger-adapter-for-asus/45w-laptop-charger-adapter-04-228x228.webp,https://www.startech.com.bd/maxgreen-45w-laptop-charger-adapter,{},Laptop,Laptop Accessories,
Metal Portable Laptop Stand,380৳449৳,449৳,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-stand/non-brand/portable-folding-laptop-stand-01-228x228.webp,https://www.startech.com.bd/pharal-portable-folding-laptop-stand,{},Laptop,Laptop Accessories,
Second Hard Disk Drive CADDY-Secondary CD-ROM Storage for Laptop,550৳,,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/Accessories/Laptop Accsories/HDD Caddy-228x228.jpg,https://www.startech.com.bd/second-hard-disk-drive-caddy,{},Laptop,Laptop Accessories,
Aluminum Alloy Adjustable and Foldable Air-Ventilated Laptop Stand,370৳600৳,600৳,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-stand/laptop-stand-v3/laptop-stand-v-228x228.webp,https://www.startech.com.bd/aluminum-adjustable-laptop-stand,{},Laptop,Laptop Accessories,
"Adjustable & Foldable 10"" to 17.5"" 6 Angles Travel Laptop Stand (10810)",480৳790৳,790৳,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-stand/laptop-stand-6-angles/adjustable-laptop-stand-silver-005-228x228.webp,https://www.startech.com.bd/adjustable-and-foldable-6-angles-laptop-stand,{},Laptop,Laptop Accessories,
WiWU S500 Foldable Lightweight Aluminium Alloy Laptop Stand,850৳,,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-stand/wiwu/s500/s500-01-228x228.webp,https://www.startech.com.bd/wiwu-s500-foldable-aluminium-laptop-stand,{},Laptop,Laptop Accessories,
"BlackCat BC1 14"" Laptop Cooler",790৳850৳,850৳,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-cooler/blackcat/bc1/bc1-01-228x228.webp,https://www.startech.com.bd/blackcat-bc1-laptop-cooler,{},Laptop,Laptop Accessories,
Acer swift 3 Thin Port 19V 3.42A 65W Laptop Charger Adapter,"1,300৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-charger-adapter/acer/swift-3-thin-port-19v-65w-01-228x228.webp,https://www.startech.com.bd/acer-swift-3-thin-port-19v-65w-laptop-adapter,{},Laptop,Laptop Accessories,
Lenovo Big Port 20V 3.25A 65W Laptop Charger Adapter,"1,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-charger-adapter/lenevo/big-port-20v-325a-65w-228x228.webp,https://www.startech.com.bd/lenovo-big-port-20v-65w-laptop-adapter,{},Laptop,Laptop Accessories,
Lenovo IdeaPad Thin Port 20V 2.25A 45W Laptop Charger Adapter,"1,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-charger-adapter/lenevo/ideapad-thin-port-20v-225a-45w-228x228.webp,https://www.startech.com.bd/lenovo-ideapad-thin-port-20v-45w-laptop-adapter,{},Laptop,Laptop Accessories,
"Havit F2067 Laptop Cooler For Up to 18.3"" Laptop","1,750৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-cooler/havit/f2067/f2067-01-228x228.webp,https://www.startech.com.bd/havit-f2067-laptop-cooler,{},Laptop,Laptop Accessories,
"Havit F2075 Laptop Cooler for up to 17"" Laptop","990৳1,050৳","1,050৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-cooler/havit/f2075/MicrosoftTeams-image (1)-228x228.png,https://www.startech.com.bd/havit-f2075-rgb-gaming-laptop-cooler,{},Laptop,Laptop Accessories,
Havit F2035 Dual Fan Laptop Cooler,"1,070৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/cooling-pad/havit/f2035/f2035-228x228.jpg,https://www.startech.com.bd/havit-hv-f2035-laptop-cooling-pad,{},Laptop,Laptop Accessories,
HP 19.5V 4.62A 90W Laptop Charger Adapter,"1,100৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-charger-adapter/hp-laptop/hp-19-5-v-4-62-a-90w-01-228x228.webp,https://www.startech.com.bd/hp-19-5-v-4-62-a-90w-laptop-adapter,{},Laptop,Laptop Accessories,
HP Compaq 510 18.5V 3.5A 65W Laptop Charger Adapter,"1,100৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-charger-adapter/hp-laptop/compaq-510-18-5-v-65w-01-228x228.webp,https://www.startech.com.bd/hp-compaq-510-18-5-v-65w-laptop-adapter,{},Laptop,Laptop Accessories,
Dell 19V 4.62A 90W Laptop Charger Adapter,"1,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-charger-adapter/dell/dell-19v-90w-01-228x228.webp,https://www.startech.com.bd/dell-19v-90w-laptop-adapter,{},Laptop,Laptop Accessories,
Yuanxin X-ZJ801 Retractable Adjustable Laptop Stand with Anti Slip Pad,"850৳1,120৳","1,120৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-stand/yuanxin/x-zj801/x-zj801-01-228x228.webp,https://www.startech.com.bd/yuanxin-x-zj801-laptop-stand,{},Laptop,Laptop Accessories,
Laptop Keyboard For Dell 3521,"1,200৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/keyboard/dell-3521/dell-3521-02-228x228.webp,https://www.startech.com.bd/laptop-keyboard-dell-3521,{},Laptop,Laptop Accessories,
Laptop Keyboard For Acer NAV 50/D260/D255,"1,200৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop-accessories/keyboard/acer-nav-50-d260-d255/acer-nav-50-d260-d255-01-228x228.webp,https://www.startech.com.bd/laptop-keyboard-for-acer-nav-50-d260-d255,{},Laptop,Laptop Accessories,
