name,price,original_price,discount,model,brand,availability,rating,review_count,image_url,product_url,specifications,category,subcategory,description
Dell VOSTRO 3030 MT Core i3 12th Gen Brand PC (Upgraded),"46,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/vostro-3030-mt/vostro-3030-mt-01-228x228.webp,https://www.startech.com.bd/dell-vostro-3030-mt-core-i3-brand-pc,{},Brand PC,,
Dell VOSTRO 3030 MT Core i7 12th Gen Brand PC (Upgraded),"76,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/vostro-3030-mt/vostro-3030-mt-01-228x228.webp,https://www.startech.com.bd/dell-vostro-3030-mt-core-i7-brand-pc,{},Brand PC,,
DELL OptiPlex 7010 Core i3 13th Gen 8GB RAM Desktop PC,"57,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/optiplex-7010/optiplex-7010-01-228x228.webp,https://www.startech.com.bd/dell-optiplex-7010-core-i3-tower-desktop-pc,{},Brand PC,,
Dell OptiPlex 7020 Core i3 12th Gen Tower Brand PC,"55,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/optiplex-7020/optiplex-7020-01-228x228.webp,https://www.startech.com.bd/dell-optiplex-7020-core-i3-12th-gen-brand-pc,{},Brand PC,,
Acer Veriton S2690G Core i5 12th Gen Tower Brand PC,"56,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/acer/veriton-s2690g/veriton-s2690g-01-228x228.webp,https://www.startech.com.bd/acer-veriton-s2690g-core-i5-12th-gen-brand-pc,{},Brand PC,,
Lenovo IdeaCentre 3 07IRB8 Core i5 14th Gen Brand PC (Upgraded),"62,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/ideacentre-3-07irb8/ideacentre-3-07irb8-01-228x228.webp,https://www.startech.com.bd/lenovo-ideacentre-3-07irb8-core-i5-14th-gen-brand-pc,{},Brand PC,,
Lenovo ThinkCentre Neo 50t Gen 4 Core i5 13th Gen Brand PC,"62,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/thinkcentre-neo-50t-/thinkcentre-neo-50t-01-228x228.webp,https://www.startech.com.bd/lenovo-thinkcentre-neo-50t-gen-4-core-i5-brand-pc,{},Brand PC,,
Lenovo ThinkCentre Neo 50s Gen 4 Core i5 12th Gen 512GB SSD Brand PC,"62,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenovo/thinkcentre-bpc-neo-50s-gen-4/thinkcentre-bpc-neo-50s-gen-4-01-228x228.webp,https://www.startech.com.bd/lenovo-thinkcentre-neo-50s-gen-4-core-i5-brand-pc,{},Brand PC,,
ASUS ExpertCenter D5 D500ME Core i3 13th Gen Brand PC,"63,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/asus/expertcenter-d5-d500te/expertcenter-d5-d500te-01-228x228.webp,https://www.startech.com.bd/asus-expertcenter-d5-d500me-brand-pc,{},Brand PC,,
Dell OptiPlex 7020 Core i3 14th Gen Tower Brand PC,"63,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/optiplex-7020/optiplex-7020-01-228x228.webp,https://www.startech.com.bd/dell-optiplex-7020-core-i3-14th-gen-brand-pc,{},Brand PC,,
HP 280 Pro G9 MT Core i3 14th Gen Brand PC,"60,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/280-pro-g9/280-pro-g9-01-228x228.webp,https://www.startech.com.bd/hp-280-pro-g9-mt-core-i3-14th-gen-desktop-pc,{},Brand PC,,
Dell OptiPlex 7010 Core i5 12th Gen Tower Desktop PC,"64,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/dell/optiplex/dell-optiplex-228x228.webp,https://www.startech.com.bd/dell-optiplex-7010-core-i5-12th-gen-tower-desktop-pc,{},Brand PC,,
Acer Veriton S2690G Core i5 12th Gen Tower Brand PC,"56,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/acer/veriton-s2690g/veriton-s2690g-01-228x228.webp,https://www.startech.com.bd/acer-veriton-s2690g-core-i5-12th-gen-brand-pc,{},Brand PC,Acer,
Acer Veriton MT M4690G Core i3 14th Gen Tower Brand PC,"51,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/acer/veriton-m4690g/veriton-m4690g-02-228x228.webp,https://www.startech.com.bd/acer-veriton-mt-m4690g-core-i3-14th-gen-brand-pc,{},Brand PC,Acer,
Acer Veriton MT M4690G Core i5 14th Gen Tower Brand PC,"61,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/acer/veriton-m4690g/veriton-m4690g-02-228x228.webp,https://www.startech.com.bd/acer-veriton-mt-m4690g-core-i5-14th-gen-brand-pc,{},Brand PC,Acer,
ASUS ExpertCenter D5 D500ME Core i3 13th Gen Brand PC,"63,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/asus/expertcenter-d5-d500te/expertcenter-d5-d500te-01-228x228.webp,https://www.startech.com.bd/asus-expertcenter-d5-d500me-brand-pc,{},Brand PC,ASUS,
ASUS ExpertCenter D5 D500ME Core i5 13th Gen Mini Tower Brand PC,"67,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/asus/expertcenter-d5-d500me/expertcenter-d5-d500me-01-228x228.png,https://www.startech.com.bd/asus-expertcenter-d5-d500me-core-i5-13th-gen-brand-pc,{},Brand PC,ASUS,
ASUS ExpertCenter D5 D500ME Core i7 13th Gen Mini Tower Brand PC,"101,850৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/asus/expertcenter-d5-d500me/expertcenter-d5-d500me-02-228x228.png,https://www.startech.com.bd/asus-expertcenter-d5-d500me-core-i7-brand-pc,{},Brand PC,ASUS,
Dell OptiPlex 7010 Core i3 12th Gen Tower Desktop PC,"53,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/dell/optiplex/dell-optiplex-228x228.webp,https://www.startech.com.bd/dell-optiplex-7010-core-i3-12th-gen-tower-desktop-pc,{},Brand PC,Dell,
Dell VOSTRO 3030 MT Core i7 12th Gen Brand PC (Upgraded),"76,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/vostro-3030-mt/vostro-3030-mt-01-228x228.webp,https://www.startech.com.bd/dell-vostro-3030-mt-core-i7-brand-pc,{},Brand PC,Dell,
Dell VOSTRO 3030 MT Core i5 12th Gen Brand PC (Upgraded),"56,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/vostro-3030-mt/vostro-3030-mt-01-228x228.webp,https://www.startech.com.bd/dell-vostro-3030-mt-core-i5-12th-brand-pc,{},Brand PC,Dell,
Dell VOSTRO 3030 MT Core i3 12th Gen Brand PC (Upgraded),"46,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/vostro-3030-mt/vostro-3030-mt-01-228x228.webp,https://www.startech.com.bd/dell-vostro-3030-mt-core-i3-brand-pc,{},Brand PC,Dell,
Dell VOSTRO 3030 MT Core i3 14th Gen Brand PC,"50,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/vostro-3030-mt/vostro-3030-mt-01-228x228.webp,https://www.startech.com.bd/dell-vostro-3030-mt-brand-pc,{},Brand PC,Dell,
DELL OptiPlex 7010 Core i3 13th Gen 8GB RAM Desktop PC,"57,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/optiplex-7010/optiplex-7010-01-228x228.webp,https://www.startech.com.bd/dell-optiplex-7010-core-i3-tower-desktop-pc,{},Brand PC,Dell,
Dell OptiPlex 7020 Core i3 12th Gen Tower Brand PC,"55,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/optiplex-7020/optiplex-7020-01-228x228.webp,https://www.startech.com.bd/dell-optiplex-7020-core-i3-12th-gen-brand-pc,{},Brand PC,Dell,
Dell OptiPlex 7020 Core i3 14th Gen Tower Brand PC,"63,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/optiplex-7020/optiplex-7020-01-228x228.webp,https://www.startech.com.bd/dell-optiplex-7020-core-i3-14th-gen-brand-pc,{},Brand PC,Dell,
Dell OptiPlex 7010 Core i5 12th Gen Tower Desktop PC,"64,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/dell/optiplex/dell-optiplex-228x228.webp,https://www.startech.com.bd/dell-optiplex-7010-core-i5-12th-gen-tower-desktop-pc,{},Brand PC,Dell,
Dell OptiPlex 3000 Core i5 12th Gen Tower Brand PC,"65,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/dell/optiplex/optiplex-01-228x228.webp,https://www.startech.com.bd/dell-optiplex-3000-core-i5-12th-gen-tower-brand-pc,{},Brand PC,Dell,
Dell OptiPlex 7020 Core i5 12th Gen Tower Brand PC,"66,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/optiplex-7020/optiplex-7020-01-228x228.webp,https://www.startech.com.bd/dell-optiplex-7020-core-i5-12th-gen-brand-pc,{},Brand PC,Dell,
DELL OptiPlex 7010 Tower Core i5 13th Gen 512GB Brand PC,"70,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/dell/optiplex/dell-optiplex-228x228.webp,https://www.startech.com.bd/dell-optiplex-7010-core-i5-brand-pc,{},Brand PC,Dell,
Dell VOSTRO 3030 MT Core i5 14th Gen Brand PC,"64,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/dell/vostro-3030-mt/vostro-3030-mt-01-228x228.webp,https://www.startech.com.bd/dell-vostro-3030-mt-core-i5-brand-pc,{},Brand PC,Dell,
Dell OptiPlex 7020 Core i5 13th Gen Tower Brand PC,"72,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/optiplex-7020/optiplex-7020-01-228x228.webp,https://www.startech.com.bd/dell-optiplex-7020-core-i5-13th-gen-brand-pc,{},Brand PC,Dell,
Dell Inspiron 3030 MT Core i5 14th Gen Brand PC,"73,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/inspiron-3030-mt/inspiron-3030-mt-01-228x228.webp,https://www.startech.com.bd/dell-inspiron-3030-mt-i5-brand-pc,{},Brand PC,Dell,
Dell OptiPlex Tower 7020 Plus Core i5 14th Gen Brand PC,"75,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/optiplex-tower-7020-plus/optiplex-tower-7020-plus-01-228x228.webp,https://www.startech.com.bd/dell-optiplex-tower-7020-plus-brand-pc,{},Brand PC,Dell,
Dell OptiPlex 7010 Core i7 13th Gen Brand PC,"93,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/dell/optiplex/dell-optiplex-228x228.webp,https://www.startech.com.bd/dell-optiplex-7010-core-i7-13th-gen-brand-pc,{},Brand PC,Dell,
Dell Vostro 3020T Core i7 13th Gen Desktop PC,"95,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/dell/vostro/dell-vostro-228x228.webp,https://www.startech.com.bd/dell-vostro-3020t-core-i7-13th-gen-desktop-pc,{},Brand PC,Dell,
Dell OptiPlex 7020 MT Core i7 13th Gen Mini Tower Brand PC,"95,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/optiplex-7020/optiplex-7020-01-228x228.webp,https://www.startech.com.bd/dell-optiplex-7020-mt-brand-pc,{},Brand PC,Dell,
Dell OptiPlex 7020 Core i7 12th Gen Tower Brand PC,"93,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/dell/optiplex-7020/optiplex-7020-01-228x228.webp,https://www.startech.com.bd/dell-optiplex-7020-core-i7-12th-gen-brand-pc,{},Brand PC,Dell,
HP Pro Tower 280 G9 Core i3 12th Gen 8GB RAM Desktop PC,"52,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/280-pro-g9/280-pro-g9-01-228x228.webp,https://www.startech.com.bd/hp-280-pro-g9-i3-12th-gen-tower-brand-pc,{},Brand PC,HP,
HP 280 Pro G9 MT Core i3 14th Gen Brand PC,"60,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/280-pro-g9/280-pro-g9-01-228x228.webp,https://www.startech.com.bd/hp-280-pro-g9-mt-core-i3-14th-gen-desktop-pc,{},Brand PC,HP,
HP 280 Pro G9 MT Core i5 14th Gen Brand PC,"72,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/280-pro-g9/280-pro-g9-01-228x228.webp,https://www.startech.com.bd/hp-280-pro-g9-mt-core-i5-14th-gen-desktop-pc,{},Brand PC,HP,
HP Pro Tower 400 G9 Core i7 12th Gen Desktop PC with Windows 11 Pro,"95,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/prodesk-400-g9/prodesk-400-g9-04-228x228.webp,https://www.startech.com.bd/hp-pro-tower-400-g9-core-i7-12th-gen-desktop-pc,{},Brand PC,HP,
HP Pro Tower 290 G9 Core i3 12th Gen Brand PC,"49,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/pro-tower-290-g9/pro-tower-290-g9-01-228x228.webp,https://www.startech.com.bd/hp-pro-tower-290-g9-core-i3-brand-pc,{},Brand PC,HP,
HP Pro Tower 290 G9 Core i5 12th Gen Brand PC (Upgraded),"58,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/pro-tower-290-g9/pro-tower-290-g9-01-228x228.webp,https://www.startech.com.bd/hp-pro-tower-290-g9-core-i5-brand-pc,{},Brand PC,HP,
HP Pro Tower 290 G9 Core i7 12th Gen Brand PC (Upgraded),"76,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/pro-tower-290-g9/pro-tower-290-g9-01-228x228.webp,https://www.startech.com.bd/hp-pro-tower-290-g9-core-i7-brand-pc,{},Brand PC,HP,
HP Pro Tower 400 G9 Core i5 13th Gen Brand PC (Upgraded),"74,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/prodesk-400-g9/prodesk-400-g9-04-228x228.webp,https://www.startech.com.bd/hp-pro-tower-400-g9-core-i5-brand-pc,{},Brand PC,HP,
HP Pro Tower 280 G9 Core i7 12th Gen 16GB RAM 512GB SSD Desktop PC,"83,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/280-pro-g9/280-pro-g9-01-228x228.webp,https://www.startech.com.bd/hp-pro-tower-280-g9-core-i7-12th-gen-512gb-ssd-desktop,{},Brand PC,HP,
HP Pro Tower 280 G9 Core i7 14th Gen Brand PC,Up Coming,,,,,Up Coming,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/hp-aio/pro-tower-290-g9/pro-tower-290-g9-03-228x228.webp,https://www.startech.com.bd/hp-pro-tower-280-g9-core-i7-14th-gen-desktop-pc,{},Brand PC,HP,
Lenovo IdeaCentre 3 07IRB8 Core i3 13th Gen Brand PC,"48,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/ideacentre-3-07irb8/ideacentre-3-07irb8-01-228x228.webp,https://www.startech.com.bd/lenovo-ideacentre-3-07irb8-core-i3-13th-gen-brand-pc,{},Brand PC,Lenovo,
Lenovo ThinkCentre Neo 50t Gen 4 Core i3 12th Gen Brand PC,"50,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/thinkcentre-neo-50t-/thinkcentre-neo-50t-01-228x228.webp,https://www.startech.com.bd/lenovo-thinkcentre-neo-50t-gen-4-core-i3-12th-gen-brand-pc,{},Brand PC,Lenovo,
Lenovo ThinkCentre Neo 50s Gen 4 Core i3 13th Gen 512GB SSD Brand PC,"51,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/thinkcentre-neo-50t-/thinkcentre-neo-50t-01-228x228.webp,https://www.startech.com.bd/lenovo-thinkcentre-neo-50s-gen-4-core-i3-13th-gen-brand-pc,{},Brand PC,Lenovo,
Lenovo ThinkCentre Neo 50t Gen 4 Core i3 13th Gen Brand PC,"52,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/thinkcentre-neo-50t-/thinkcentre-neo-50t-01-228x228.webp,https://www.startech.com.bd/lenovo-thinkcentre-neo-50t-gen-4-core-i3-13th-gen-brand-pc,{},Brand PC,Lenovo,
Lenovo IdeaCentre 3 07IRB8 Core i5 14th Gen Brand PC (Upgraded),"62,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/ideacentre-3-07irb8/ideacentre-3-07irb8-01-228x228.webp,https://www.startech.com.bd/lenovo-ideacentre-3-07irb8-core-i5-14th-gen-brand-pc,{},Brand PC,Lenovo,
Lenovo ThinkCentre Neo 50t Gen 4 Core i5 13th Gen Brand PC,"62,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/thinkcentre-neo-50t-/thinkcentre-neo-50t-01-228x228.webp,https://www.startech.com.bd/lenovo-thinkcentre-neo-50t-gen-4-core-i5-brand-pc,{},Brand PC,Lenovo,
Lenovo ThinkCentre Neo 50s Gen 4 Core i5 12th Gen 512GB SSD Brand PC,"62,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenovo/thinkcentre-bpc-neo-50s-gen-4/thinkcentre-bpc-neo-50s-gen-4-01-228x228.webp,https://www.startech.com.bd/lenovo-thinkcentre-neo-50s-gen-4-core-i5-brand-pc,{},Brand PC,Lenovo,
Lenovo ThinkCentre Neo 50t Gen 4 Core i5 13th Gen Brand PC,"65,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/thinkcentre-neo-50t-/thinkcentre-neo-50t-01-228x228.webp,https://www.startech.com.bd/lenovo-thinkcentre-neo-50t-gen-4-core-i5-13th-gen-brand-pc,{},Brand PC,Lenovo,
Lenovo ThinkCentre Neo 50t Gen 4 Core i5 13th Gen 512GB SSD Brand PC,"65,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenevo/thinkcentre-neo-50t-/thinkcentre-neo-50t-01-228x228.webp,https://www.startech.com.bd/lenovo-thinkcentre-neo-50t-gen-4-i5-512gb-ssd-brand-pc,{},Brand PC,Lenovo,
Lenovo ThinkCentre Neo 50s SFF Core i7 12th Gen Brand PC,"71,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/lenovo/thinkcentre-neo-50s-sff/thinkcentre-neo-50s-sff-01-228x228.webp,https://www.startech.com.bd/lenovo-thinkcentre-neo-50s-sff-core-i7-512gb-brand-pc,{},Brand PC,Lenovo,
Lenovo ThinkCentre Neo 50s Core i7 12th Gen 1TB SSD Brand PC,"72,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenovo/thinkcentre-neo-50s/thinkcentre-neo-50s-01-228x228.webp,https://www.startech.com.bd/lenovo-thinkcentre-neo-50s-core-i7-1tb-ssd-brand-pc,{},Brand PC,Lenovo,
Lenovo IdeaCentre 3 07IAB7 Core i7 12th Gen Desktop PC,"71,500৳73,500৳","73,500৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/brand-pc/lenovo/ideacentre-3-07iab7/ideacentre-3-07iab7-01-228x228.webp,https://www.startech.com.bd/lenovo-ideacentre-3-07iab7-core-i7-12th-gen-desktop-pc,{},Brand PC,Lenovo,
Lenovo ThinkCentre M70s Gen 3 SFF Core i7 12th Gen Brand PC,"83,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/brand-pc/lenovo/thinkcentre-m70s-gen-3-sff/lenovo-thinkcentre-m70s-gen-3-sff-02-228x228.webp,https://www.startech.com.bd/lenovo-thinkcentre-m70s-gen-3-sff-core-i7-12th-gen-brand-pc,{},Brand PC,Lenovo,
"TECLAST K24 Air Intel Celeron N5095 24"" FHD All-in-One PC","42,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/teclast/k24-air/k24-air-01-228x228.webp,https://www.startech.com.bd/teclast-k24-air-celeron-n5095-all-in-one-pc,{},All-in-One PC,,
"AOC A33 Intel Celeron N5095 23.8"" FHD All in One PC","46,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/aoc/e33/e33-01-228x228.webp,https://www.startech.com.bd/aoc-a33-celeron-n5095-all-in-one-pc,{},All-in-One PC,,
"AOC B911 Intel Celeron N95 23.8"" Full HD All in One PC","50,300৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/aoc/e99-1/e99-1-01-228x228.webp,https://www.startech.com.bd/aoc-b911-celeron-n95-all-in-one-pc,{},All-in-One PC,,
"AOC A33 Core i5 7th Gen 23.8"" FHD All in One PC","55,200৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/aoc/e33/e33-01-228x228.webp,https://www.startech.com.bd/aoc-a33-core-i5-all-in-one-pc,{},All-in-One PC,,
"AOC B911 Core i5 8th Gen 23.8"" Full HD All in One PC With WebCam","58,800৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/aoc/e99-2/e99-2-01-228x228.webp,https://www.startech.com.bd/aoc-b911-core-i5-8th-gen-all-in-one-pc,{},All-in-One PC,,
"AOC B911 Core i5 8th Gen 27"" Full HD All in One PC With WebCam & Battery","61,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/aoc/e99-2-27-inch/e99-2-27-inch-01-228x228.webp,https://www.startech.com.bd/aoc-b911-core-i5-8th-gen-27-inch-all-in-one-pc,{},All-in-One PC,,
"TECLAST K24 Air Core i5 12th Gen 24"" FHD All-in-One PC","68,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/teclast/k24-air/k24-air-01-228x228.webp,https://www.startech.com.bd/teclast-k24-air-core-i5-12th-gen-all-in-one-pc,{},All-in-One PC,,
"ASUS ExpertCenter P440VAK Core i3 13th Gen 23.8"" FHD All-in-One PC","68,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/asus/expertcenter-p440vak/expertcenter-p440vak-01-228x228.webp,https://www.startech.com.bd/asus-expertcenter-p440vak-all-in-one-pc,{},All-in-One PC,,
"AOC B911 Core i5 12th Gen 23.8"" Full HD All in One PC With WebCam & Battery","71,700৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/aoc/e99-2/e99-2-01-228x228.webp,https://www.startech.com.bd/aoc-b911-core-i5-12th-gen-all-in-one-pc,{},All-in-One PC,,
"AOC A99 Core i7 13th Gen 27"" Full HD All in One PC With WebCam & Battery","85,600৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/aoc/e99-2-27-inch/e99-2-27-inch-01-228x228.webp,https://www.startech.com.bd/aoc-a99-core-i7-13th-gen-all-in-one-pc,{},All-in-One PC,,
"Lenovo IdeaCentre AIO 24IRH9 Core i5 13th Gen 23.8"" FHD All-in-One Desktop PC","89,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/all-in-one/lenovo/ideacentre-aio-24irh9/ideacentre-aio-24irh9-01-228x228.webp,https://www.startech.com.bd/lenovo-ideacentre-aio-24irh9-core-i5-13th-gen-all-in-one-pc,{},All-in-One PC,,
HP All-in-One 24-cr0085d Core i5 13th Gen FHD Touch Desktop PC,"112,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/all-in-one/hp-aio/all-in-one-24-cr0086d/all-in-one-24-cr0086d-01-228x228.webp,https://www.startech.com.bd/hp-all-in-one-24-cr0085d-core-i5-13th-gen-touch-desktop-pc,{},All-in-One PC,,
HP Pro 240 G9 Core i5 12th Gen All-in-One Desktop PC,"91,000৳94,500৳","94,500৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/all-in-one/hp-aio/pro-240-g9/pro-240-g9-01-228x228.webp,https://www.startech.com.bd/hp-pro-240-g9-core-i5-12th-gen-all-in-one-desktop-pc,{},All-in-One PC,,
"ASUS ExpertCenter P440VAK Core i7 13th Gen 23.8"" FHD All-in-One PC","95,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/asus/expertcenter-p440vak/expertcenter-p440vak-01-228x228.webp,https://www.startech.com.bd/asus-expertcenter-p440vak-core-i7-all-in-one-pc,{},All-in-One PC,,
"Dell Inspiron 5430 Intel Core 5 120U 23.8"" FHD All-in-One PC","92,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/dell/inspiron-5430/inspiron-5430-grey-228x228.webp,https://www.startech.com.bd/dell-inspiron-5430-intel-core-5-all-in-one-pc,{},All-in-One PC,,
HP All-in-One 24-cr0086d Core i5 13th Gen Desktop PC,"99,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/desktop-pc/all-in-one/hp-aio/all-in-one-24-cr0086d/all-in-one-24-cr0086d-01-228x228.webp,https://www.startech.com.bd/hp-all-in-one-24-cr0086d-core-i5-13th-gen-desktop-pc,{},All-in-One PC,,
"Dell Inspiron 5430 Intel Core 7 150U 23.8"" FHD All-in-One PC","118,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/dell/inspiron-5430/inspiron-5430-grey-228x228.webp,https://www.startech.com.bd/dell-inspiron-5430-intel-core-7-all-in-one-pc,{},All-in-One PC,,
"ASUS ExpertCenter E5 E5202WHAK Core i3 11th Gen 21.5"" FHD All-in-One PC",Up Coming,,,,,Up Coming,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/Asus/expertcenter-e5-e5402what/expertcenter-e5-e5402what-01-228x228.webp,https://www.startech.com.bd/asus-expertcenter-e5-e5202whak-core-i3-11th-gen-all-in-one-pc,{},All-in-One PC,,
"dHP R240 Core i5 4th Gen 23.8"" FHD All-in-One PC","40,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/dhp/r240/r240-01-228x228.webp,https://www.startech.com.bd/dhp-r240-all-in-one-pc,{},All-in-One PC,,
"dHP E270 Core i5 7th Gen 27"" FHD All-in-One PC","46,800৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/all-in-one-pc/dhp/e270/e270-01-228x228.webp,https://www.startech.com.bd/dhp-e270-all-in-one-pc,{},All-in-One PC,,
