chunk_id,strategy,text,length,start_index,end_index
1061,sentence,"Price: Out Of Stock.

Product: PNY XLR8 Gaming EPIC-X RGB 8GB DDR4 3200MHz Desktop RAM. Category: PNY. Subcategory: RAM (Desktop). Price: Out Of Stock.
",152,148114,148266
1062,sentence,"Price: Out Of Stock.

Product: PNY XLR8 RGB 8GB DDR4 3600MHz White Desktop RAM. Category: PNY. Subcategory: RAM (Desktop). Price: Out Of Stock.
",144,148245,148389
1063,sentence,"Price: Out Of Stock.

Product: PNY XLR8 16GB DDR4 3200MHz Desktop Gaming RAM. Category: PNY. Subcategory: RAM (Desktop). Price: Out Of Stock.
",142,148368,148510
1064,sentence,"Price: Out Of Stock.

Product: PNY XLR8 Gaming MAKO 16GB DDR5 6000MHz Desktop RAM. Category: PNY. Subcategory: RAM (Desktop). Price: Out Of Stock.
",147,148489,148636
1065,sentence,"Price: Out Of Stock.

Product: PNY XLR8 Gaming MAKO 16GB DDR5 6000MHz Desktop RAM White. Category: PNY. Subcategory: RAM (Desktop). Price: Out Of Stock.
",153,148615,148768
1066,sentence,"Price: Out Of Stock.

Product: PNY XLR8 RGB 16GB (8GBx2) DDR4 3600MHz Desktop RAM. Category: PNY. Subcategory: RAM (Desktop). Price: Out Of Stock.
",147,148747,148894
1067,sentence,"Price: Out Of Stock.

Product: Gigabyte 8GB DDR4 2666MHz Heatsink Desktop Ram. Category: Gigabyte. Subcategory: RAM (Desktop). Price: Out Of Stock.
",148,148873,149021
1068,sentence,"Price: Out Of Stock.

Product: Gigabyte AORUS RGB 8GB DDR4 3200MHz Desktop RAM. Category: Gigabyte. Subcategory: RAM (Desktop). Price: Out Of Stock.

Product: Gigabyte AORUS 8GB 3200MHz RGB RAM. ",195,149000,149195
1069,sentence,"
Product: Gigabyte AORUS 8GB 3200MHz RGB RAM. Category: Gigabyte. Subcategory: RAM (Desktop). Price: Out Of Stock.

Product: Gigabyte AORUS RGB 8GB DDR4 3600MHz Desktop RAM. Category: Gigabyte. ",194,149149,149343
1070,sentence,"Category: Gigabyte. Subcategory: RAM (Desktop). Price: Out Of Stock.

Product: Gigabyte AORUS RGB 16GB DDR5 6000MHz Desktop RAM. Category: Gigabyte. Subcategory: RAM (Desktop). Price: Out Of Stock.
",198,149323,149521
1071,sentence,"Price: Out Of Stock.

Product: Colorful Battle-AX 8GB DDR4 3200MHz U-DIMM Desktop RAM White. Category: Colorful. Subcategory: RAM (Desktop). Price: 3,100৳.
",156,149500,149656
1072,sentence,"Subcategory: RAM (Desktop). Price: 3,100৳.

Product: Colorful CVN Guardian 8GB DDR4 3200MHz RGB Desktop RAM. Category: Colorful. Subcategory: RAM (Desktop). Price: Out Of Stock.
",178,149613,149791
1073,sentence,"Price: Out Of Stock.

Product: Colorful Battle-AX 16GB DDR4 3200MHz U-DIMM Desktop RAM. Category: Colorful. Subcategory: RAM (Desktop). Price: Out Of Stock.
",157,149770,149927
1074,sentence,"Price: Out Of Stock.

Product: Colorful Battle-AX 16GB DDR4 3200MHz U-DIMM Desktop RAM White. Category: Colorful. Subcategory: RAM (Desktop). Price: Out Of Stock.
",163,149906,150069
1075,sentence,"Price: Out Of Stock.

Product: Colorful Battle-AX Redline 16GB DDR5 6000MHz Desktop RAM. Category: Colorful. Subcategory: RAM (Desktop). Price: Out Of Stock.
",158,150048,150206
1076,sentence,"Price: Out Of Stock.

Product: Colorful CVN 16GB 6000MHz DDR5 Desktop RAM. Category: Colorful. Subcategory: RAM (Desktop). Price: Out Of Stock.
",144,150185,150329
1077,sentence,"Price: Out Of Stock.

Product: Colorful CVN Icicle 16GB DDR5 6600MHz Desktop RAM. Category: Colorful. Subcategory: RAM (Desktop). Price: Out Of Stock.
",151,150308,150459
1078,sentence,"Price: Out Of Stock.

Product: Corsair Vengeance LPX 8GB 3200MHz DDR4 Desktop RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: 3,800৳4,100৳.
",151,150438,150589
1079,sentence,"Price: 3,800৳4,100৳.

Product: Corsair VENGEANCE RGB PRO 16GB DDR4 3000MHz Desktop RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: 4,371৳4,700৳.
",156,150568,150724
1080,sentence,"Price: 4,371৳4,700৳.

Product: Corsair Vengeance LPX 16GB DDR4 DRAM 3200MHz RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: 6,000৳6,200৳.
",149,150703,150852
1081,sentence,"Price: 6,000৳6,200৳.

Product: Corsair VENGEANCE 16GB DDR5 5600MHz CL40 Desktop RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: 6,600৳7,000৳.
",153,150831,150984
1082,sentence,"Price: 6,600৳7,000৳.

Product: Corsair VENGEANCE 16GB DDR5 6000MHz CL36 Desktop RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: 7,050৳7,100৳.
",153,150963,151116
1083,sentence,"Price: 7,050৳7,100৳.

Product: Corsair VENGEANCE 16GB DDR5 6000MHz RAM White. Category: Corsair. Subcategory: RAM (Desktop). Price: 7,500৳.

Product: Corsair VENGEANCE 16GB DDR5 6200MHz Desktop RAM. ",199,151095,151294
1084,sentence,"Category: Corsair. Subcategory: RAM (Desktop). Price: 7,500৳.

Product: Corsair VENGEANCE RGB 16GB DDR5 6000MHz CL36 Desktop RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: 7,200৳7,500৳.
",198,151294,151492
1085,sentence,"Price: 7,200৳7,500৳.

Product: Corsair VENGEANCE RGB 16GB DDR5 6000MHz CL30 Desktop RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: 8,100৳8,300৳.
",157,151471,151628
1086,sentence,"Price: 8,100৳8,300৳.

Product: Corsair VENGEANCE RGB 16GB DDR5 6600MHz RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: 8,400৳8,700৳.
",144,151607,151751
1087,sentence,"Price: 8,400৳8,700৳.

Product: Corsair VENGEANCE RGB 24GB DDR5 7200MHz Desktop RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: 13,999৳.
",147,151730,151877
1088,sentence,"Subcategory: RAM (Desktop). Price: 13,999৳.

Product: Corsair DOMINATOR PLATINUM RGB 16GB (2x8GB) DDR4 3600MHz C18 RAM Kit. Category: Corsair. Subcategory: RAM (Desktop). Price: Up Coming.
",189,151833,152022
1089,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: Corsair VENGEANCE RGB 16GB DDR5 7200MHz Desktop RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: Up Coming.
",174,151976,152150
1090,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: Corsair Vengeance LPX 4GB (1x4GB) DDR4 DRAM 2400MHz. Category: Corsair. Subcategory: RAM (Desktop). Price: Out Of Stock.
",177,152104,152281
1091,sentence,"Price: Out Of Stock.

Product: CORSAIR VENGEANCE LPX 8GB DDR4 3600MHz RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: Out Of Stock.

Product: Corsair Vengeance LPX 8GB DDR4 2400MHz RAM. ",197,152260,152457
1092,sentence,"Category: Corsair. Subcategory: RAM (Desktop). Price: Out Of Stock.

Product: CORSAIR VENGEANCE RGB RS 8GB DDR4 3200MHz RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: Out Of Stock.
",193,152457,152650
1093,sentence,"Price: Out Of Stock.

Product: Corsair DOMINATOR PLATINUM RGB 8GB DDR4 3600MHz C18 RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: Out Of Stock.
",156,152629,152785
1094,sentence,"Price: Out Of Stock.

Product: Corsair VENGEANCE RGB PRO 8GB DDR4 3200MHz Desktop RAM White. Category: Corsair. Subcategory: RAM (Desktop). Price: Out Of Stock.
",161,152764,152925
1095,sentence,"Price: Out Of Stock.

Product: CORSAIR VENGEANCE RGB RS 8GB DDR4 3600MHz RAM. Category: Corsair. Subcategory: RAM (Desktop). Price: Out Of Stock.

Product: TEAM VULCAN 8GB DDR5 6000MHz Desktop RAM. ",198,152904,153102
1096,sentence,"Category: TEAM. Subcategory: RAM (Desktop). Price: 3,700৳.

Product: Team T-Force VULCAN Z Red 8GB DDR4 3200MHz Desktop Gaming RAM. Category: TEAM. Subcategory: RAM (Desktop). Price: 3,850৳.
",191,153102,153293
1097,sentence,"Subcategory: RAM (Desktop). Price: 3,850৳.

Product: Team T-CREATE EXPERT 8GB DDR4 3200MHz Desktop RAM. Category: TEAM. Subcategory: RAM (Desktop). Price: 3,850৳.
",163,153250,153413
1098,sentence,"Subcategory: RAM (Desktop). Price: 3,850৳.

Product: TEAM Delta RGB 8GB DDR5 5200MHz Gaming Desktop RAM. Category: TEAM. Subcategory: RAM (Desktop). Price: 3,950৳.
",164,153370,153534
1099,sentence,"Subcategory: RAM (Desktop). Price: 3,950৳.

Product: Team T-FORCE DELTA RGB 8GB DDR5 5600MHz Desktop RAM. Category: TEAM. Subcategory: RAM (Desktop). Price: 4,050৳.
",165,153491,153656
1100,sentence,"Subcategory: RAM (Desktop). Price: 4,050৳.

Product: TEAM T-FORCE DELTA RGB 8GB 6000MHz DDR5 Gaming RAM. Category: TEAM. Subcategory: RAM (Desktop). Price: 4,150৳.
",164,153613,153777
1101,sentence,"Subcategory: RAM (Desktop). Price: 4,150৳.

Product: Team Delta RGB 8GB 3200MHz DDR4 CL16 Desktop RAM. Category: TEAM. Subcategory: RAM (Desktop). Price: 4,150৳.
",162,153734,153896
1102,sentence,"Subcategory: RAM (Desktop). Price: 4,150৳.

Product: Team T-Force Delta 8GB 3200MHz DDR4 RGB White Desktop Gaming RAM. Category: TEAM. Subcategory: RAM (Desktop). Price: 4,250৳.
",178,153853,154031
1103,sentence,"Subcategory: RAM (Desktop). Price: 4,250৳.

Product: TEAM T-FORCE DELTA RGB White 8GB 6000MHz DDR5 Gaming RAM. Category: TEAM. Subcategory: RAM (Desktop). Price: 4,250৳.
",170,153988,154158
1104,sentence,"Subcategory: RAM (Desktop). Price: 4,250৳.

Product: Team T-CREATE EXPERT 16GB DDR4 3200MHz Desktop RAM. Category: TEAM. Subcategory: RAM (Desktop). Price: 5,300৳.
",164,154115,154279
1105,sentence,"Subcategory: RAM (Desktop). Price: 5,300৳.

Product: Team T-Force VULCAN Z Red 16GB DDR4 3200MHz CL16 Gaming RAM. Category: TEAM. Subcategory: RAM (Desktop). Price: 6,199৳.
",173,154236,154409
1106,sentence,"Subcategory: RAM (Desktop). Price: 6,199৳.

Product: Team T-Force Vulcan Z 16GB 3200MHz DDR4 Desktop RAM. Category: TEAM. Subcategory: RAM (Desktop). Price: 6,200৳.
",165,154366,154531
1107,sentence,"Subcategory: RAM (Desktop). Price: 6,200৳.

Product: TEAM VULCAN 16GB DDR5 5600MHz Gaming Desktop RAM. Category: TEAM. Subcategory: RAM (Desktop). Price: 6,500৳.
",162,154488,154650
1108,sentence,"Subcategory: RAM (Desktop). Price: 6,500৳.

Product: Transcend 4GB DDR3 1333 MHz Desktop RAM. Category: Transcend. Subcategory: RAM (Desktop). Price: Out Of Stock.
",164,154607,154771
1109,sentence,"Price: Out Of Stock.

Product: Transcend 4GB DDR4 2400 Mhz Desktop Ram. Category: Transcend. Subcategory: RAM (Desktop). Price: Out Of Stock.
",142,154750,154892
1110,sentence,"Price: Out Of Stock.

Product: Transcend 16GB DDR4 2666Mhz U-DIMM Desktop RAM. Category: Transcend. Subcategory: RAM (Desktop). Price: Out Of Stock.
",149,154871,155020
1111,sentence,"Price: Out Of Stock.

Product: Transcend JetRam 16GB DDR4 3200MHz U-DIMM Desktop RAM. Category: Transcend. Subcategory: RAM (Desktop). Price: Out Of Stock.
",156,154999,155155
1112,sentence,"Price: Out Of Stock.

Product: Transcend JetRam 32GB DDR4 3200MHz U-DIMM Desktop RAM. Category: Transcend. Subcategory: RAM (Desktop). Price: Out Of Stock.
",156,155134,155290
1113,sentence,"Price: Out Of Stock.

Product: Transcend JetRam 4GB DDR4 3200MHz U-DIMM Desktop RAM. Category: Transcend. Subcategory: RAM (Desktop). Price: Out Of Stock.
",155,155269,155424
1114,sentence,"Price: Out Of Stock.

Product: Transcend 4GB DDR4 2666Mhz Desktop RAM. Category: Transcend. Subcategory: RAM (Desktop). Price: Out Of Stock.
",141,155403,155544
1115,sentence,"Price: Out Of Stock.

Product: Transcend JetRam 8GB DDR4 3200MHz U-DIMM Desktop RAM. Category: Transcend. Subcategory: RAM (Desktop). Price: Out Of Stock.
",155,155523,155678
1116,sentence,"Price: Out Of Stock.

Product: Transcend 8GB DDR4 2666MHz Desktop RAM. Category: Transcend. Subcategory: RAM (Desktop). Price: Out Of Stock.
",141,155657,155798
1117,sentence,"Price: Out Of Stock.

Product: Transcend JetRam 8GB DDR5 4800MHz U-DIMM Desktop RAM. Category: Transcend. Subcategory: RAM (Desktop). Price: Out Of Stock.
",155,155777,155932
1118,sentence,"Price: Out Of Stock.

Product: Transcend 32GB DDR4 2666Mhz U-DIMM Desktop RAM. Category: Transcend. Subcategory: RAM (Desktop). Price: Out Of Stock.

Product: Lexar 16GB DDR4 3200Mhz Desktop RAM. ",196,155911,156107
1119,sentence,"
Product: Lexar 16GB DDR4 3200Mhz Desktop RAM. Category: Lexar. Subcategory: RAM (Desktop). Price: 5,300৳5,500৳.

Product: Lexar ARES 32GB (16x2) 6000Mhz DDR5 RGB Gaming Desktop RAM. ",183,156060,156243
1120,sentence,"Category: Lexar. Subcategory: RAM (Desktop). Price: 16,500৳.

Product: Lexar 4GB DDR4 2666 Mhz UDIMM Desktop RAM. Category: Lexar. Subcategory: RAM (Desktop). Price: Out Of Stock.
",180,156243,156423
1121,sentence,"Price: Out Of Stock.

Product: Lexar 8GB DDR4 3200 Mhz UDIMM Desktop RAM. Category: Lexar. Subcategory: RAM (Desktop). Price: Out Of Stock.

Product: Lexar THOR 8GB DDR4 3200Mhz UDIMM Desktop RAM. ",197,156402,156599
1122,sentence,"Category: Lexar. Subcategory: RAM (Desktop). Price: Out Of Stock.

Product: Lexar THOR 8GB DDR4 3200Mhz Desktop RAM. Category: Lexar. Subcategory: RAM (Desktop). Price: Out Of Stock.
",183,156599,156782
1123,sentence,"Price: Out Of Stock.

Product: Lexar 8GB DDR4 2666 Mhz UDIMM Desktop RAM. Category: Lexar. Subcategory: RAM (Desktop). Price: Out Of Stock.

Product: Lexar THOR 16GB 3200Mhz DDR4 Desktop Ram. ",192,156761,156953
1124,sentence,"Category: Lexar. Subcategory: RAM (Desktop). Price: Out Of Stock.

Product: Lexar THOR 16GB DDR4 3200Mhz Desktop RAM. Category: Lexar. Subcategory: RAM (Desktop). Price: Out Of Stock.
",184,156953,157137
1125,sentence,"Price: Out Of Stock.

Product: Lexar ARES 16GB (8x2) 3600Mhz DDR4 RGB Gaming Desktop RAM. Category: Lexar. Subcategory: RAM (Desktop). Price: Out Of Stock.
",156,157116,157272
1126,sentence,"Price: Out Of Stock.

Product: Lexar ARES 16GB DDR5 4800Mhz Desktop RAM. Category: Lexar. Subcategory: RAM (Desktop). Price: Out Of Stock.
",139,157251,157390
1127,sentence,"Price: Out Of Stock.

Product: Lexar ARES 16GB DDR5 5200Mhz OC Desktop Gaming RAM. Category: Lexar. Subcategory: RAM (Desktop). Price: Out Of Stock.
",149,157369,157518
1128,sentence,"Price: Out Of Stock.

Product: Lexar ARES 32GB (16x2) 5600Mhz DDR5 RGB Gaming Desktop Ram. Category: Lexar. Subcategory: RAM (Desktop). Price: Out Of Stock.
",157,157497,157654
1129,sentence,"Price: Out Of Stock.

Product: Kingston FURY Beast 8GB DDR5 5600Mhz Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: 3,750৳.
",144,157633,157777
1130,sentence,"Subcategory: RAM (Desktop). Price: 3,750৳.

Product: Kingston FURY Beast RGB 8GB 3200MHz DDR4 Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: 3,850৳.
",170,157734,157904
1131,sentence,"Subcategory: RAM (Desktop). Price: 3,850৳.

Product: Kingston FURY Beast RGB 8GB DDR5 5600Mhz Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: 4,150৳.
",170,157861,158031
1132,sentence,"Subcategory: RAM (Desktop). Price: 4,150৳.

Product: Kingston FURY Beast 16GB 3200MHz DDR4 Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: 5,900৳.
",167,157988,158155
1133,sentence,"Subcategory: RAM (Desktop). Price: 5,900৳.

Product: Kingston FURY Beast RGB 16GB 3200MHz DDR4 Heatsink Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: 6,000৳6,050৳.
",186,158112,158298
1134,sentence,"Price: 6,000৳6,050৳.

Product: Kingston FURY Beast 16GB 6000Mhz CL30 DDR5 Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: 7,900৳.
",150,158277,158427
1135,sentence,"Subcategory: RAM (Desktop). Price: 7,900৳.

Product: Kingston FURY Beast RGB 16GB 6000Mhz DDR5 EXPO Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: 8,550৳.
",176,158384,158560
1136,sentence,"Subcategory: RAM (Desktop). Price: 8,550৳.

Product: Kingston FURY Renegade 16GB DDR5 6800MHz Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: 9,700৳.
",170,158517,158687
1137,sentence,"Subcategory: RAM (Desktop). Price: 9,700৳.

Product: Kingston FURY Renegade RGB 48GB DDR5 6000MHz CL32 Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: 23,999৳25,000৳.
",187,158644,158831
1138,sentence,"Price: 23,999৳25,000৳.

Product: Kingston FURY Renegade RGB 48GB DDR5 6400MHz CL32 Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: 24,999৳26,500৳.
",167,158808,158975
1139,sentence,"Price: 24,999৳26,500৳.

Product: Kingston FURY Beast 8GB 3200MHz DDR4 Special Edition RGB Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: Out Of Stock.
",172,158952,159124
1140,sentence,"Price: Out Of Stock.

Product: Kingston FURY Beast 8GB DDR5 5600Mhz CL36 Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: 3,600৳3,750৳.
",155,159103,159258
1141,sentence,"Price: 3,600৳3,750৳.

Product: Kingston FURY Beast RGB 16GB 3200MHz DDR4 Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: Out Of Stock.
",155,159237,159392
1142,sentence,"Price: Out Of Stock.

Product: Kingston FURY Beast 16GB 3200MHz DDR4 CL16 Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: Out Of Stock.
",156,159371,159527
1143,sentence,"Price: Out Of Stock.

Product: Kingston FURY Beast 16GB 5200MHz DDR5 Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: Out Of Stock.
",151,159506,159657
1144,sentence,"Price: Out Of Stock.

Product: Kingston FURY Beast 16GB 5600Mhz DDR5 Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: Out Of Stock.
",151,159636,159787
1145,sentence,"Price: Out Of Stock.

Product: Kingston FURY Beast 16GB 3600MHz DDR4 Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: Out Of Stock.
",151,159766,159917
1146,sentence,"Price: Out Of Stock.

Product: Kingston FURY Beast 16GB 6000Mhz DDR5 Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: Out Of Stock.
",151,159896,160047
1147,sentence,"Price: Out Of Stock.

Product: Kingston FURY Beast 16GB 5600MHz DDR5 RGB Desktop RAM. Category: Kingston. Subcategory: RAM (Desktop). Price: 7,390৳7,399৳.
",155,160026,160181
1148,sentence,"Price: 7,390৳7,399৳.

Product: G.Skill Trident Z RGB 8GB DDR4 3200MHz Gaming Desktop RAM. Category: G.Skill. Subcategory: RAM (Desktop). Price: 4,000৳.
",152,160160,160312
1149,sentence,"Subcategory: RAM (Desktop). Price: 4,000৳.

Product: G.Skill Ripjaws V 16GB DDR4 2666MHz C19 RAM. Category: G.Skill. Subcategory: RAM (Desktop). Price: 5,600৳.
",160,160269,160429
1150,sentence,"Subcategory: RAM (Desktop). Price: 5,600৳.

Product: G.SKILL Flare X 8GB DDR4 3200Mhz Desktop RAM. Category: G.Skill. Subcategory: RAM (Desktop). Price: 5,200৳.
",161,160386,160547
1151,sentence,"Subcategory: RAM (Desktop). Price: 5,200৳.

Product: G.SKILL Aegis 16GB DDR4 3200Mhz Desktop RAM. Category: G.Skill. Subcategory: RAM (Desktop). Price: 5,100৳5,300৳.
",166,160504,160670
1152,sentence,"Price: 5,100৳5,300৳.

Product: G-Skill Flare X5 16GB DDR5 5600MHz Desktop RAM. Category: G.Skill. Subcategory: RAM (Desktop). Price: 5,900৳6,100৳.
",147,160649,160796
1153,sentence,"Price: 5,900৳6,100৳.

Product: G-Skill Ripjaws S5 16GB DDR5 6000Mhz CL32 Desktop RAM. Category: G.Skill. Subcategory: RAM (Desktop). Price: 7,200৳.
",148,160775,160923
1154,sentence,"Subcategory: RAM (Desktop). Price: 7,200৳.

Product: G.SKILL Trident Z5 RGB 16GB DDR5 5600MHz CL30 1.25V Desktop RAM. Category: G.Skill. Subcategory: RAM (Desktop). Price: 7,300৳7,600৳.
",186,160880,161066
1155,sentence,"Price: 7,300৳7,600৳.

Product: G.Skill Trident Z5 Neo RGB 16GB DDR5 5600Mhz Desktop RAM. Category: G.Skill. Subcategory: RAM (Desktop). Price: 7,300৳7,700৳.
",157,161045,161202
1156,sentence,"Price: 7,300৳7,700৳.

Product: G.Skill Trident Z5 RGB 16GB DDR5 6000MHz CL32 Desktop RAM Silver. Category: G.Skill. Subcategory: RAM (Desktop). Price: 8,200৳.
",159,161181,161340
1157,sentence,"Subcategory: RAM (Desktop). Price: 8,200৳.

Product: G.Skill Trident Z5 RGB 16GB DDR5 6600MHz Desktop RAM. Category: G.Skill. Subcategory: RAM (Desktop). Price: 8,000৳8,100৳.
",175,161297,161472
1158,sentence,"Price: 8,000৳8,100৳.

Product: G.Skill Trident Z5 RGB 32GB DDR5 5600MHz Desktop RAM. Category: G.Skill. Subcategory: RAM (Desktop). Price: 11,000৳12,000৳.
",155,161451,161606
1159,sentence,"Price: 11,000৳12,000৳.

Product: G.Skill Trident Z5 Neo RGB 32GB DDR5 6000Mhz Desktop RAM. Category: G.Skill. Subcategory: RAM (Desktop). Price: 14,200৳.
",154,161583,161737
1160,sentence,"Subcategory: RAM (Desktop). Price: 14,200৳.

Product: G.Skill Trident Z5 RGB 32GB DDR5 6000MHz Desktop RAM. Category: G.Skill. Subcategory: RAM (Desktop). Price: 14,000৳14,300৳.
",178,161693,161871
1161,sentence,"Price: 14,000৳14,300৳.

Product: G.Skill Trident Z5 16GB DDR5 5600MHz CL36 Desktop RAM Black. Category: G.Skill. Subcategory: RAM (Desktop). Price: Up Coming.
",159,161848,162007
1162,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: G.Skill Trident Z5 16GB 5600MHz DDR5 CL40 Desktop RAM Silver. Category: G.Skill. Subcategory: RAM (Desktop). Price: Up Coming.
",183,161961,162144
1163,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: G.Skill Trident Z5 16GB 5600MHz DDR5 CL40 Desktop RAM Black. Category: G.Skill. Subcategory: RAM (Desktop). Price: Up Coming.
",182,162098,162280
1164,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: G.Skill Trident Z5 RGB 16GB DDR5 5600MHz CL40 Desktop RAM Silver. Category: G.Skill. Subcategory: RAM (Desktop). Price: Up Coming.
",187,162234,162421
1165,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: G.Skill Trident Z5 RGB 16GB DDR5 5600MHz CL36 Desktop RAM Silver. Category: G.Skill. Subcategory: RAM (Desktop). Price: Up Coming.
",187,162375,162562
1166,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: HP V6 8GB 3200MHz DDR4 Desktop RAM. Category: HP. Subcategory: RAM (Desktop). Price: Out Of Stock.
",155,162516,162671
1167,sentence,"Price: Out Of Stock.

Product: Adata XPG GAMMIX D10 8GB DDR4 2666 MHz Desktop RAM. Category: Adata. Subcategory: RAM (Desktop). Price: Up Coming.
",146,162650,162796
1168,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: Adata 32GB DDR5 4800MHz U-DIMM Desktop RAM. Category: Adata. Subcategory: RAM (Desktop). Price: Up Coming.
",163,162750,162913
1169,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: Adata 8GB DDR5 4800MHz U-DIMM Desktop RAM. Category: Adata. Subcategory: RAM (Desktop). Price: Up Coming.
",162,162867,163029
1170,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: Adata XPG 8GB D35 DDR4 3200MHz Desktop RAM. Category: Adata. Subcategory: RAM (Desktop). Price: Out Of Stock.
",166,162983,163149
1171,sentence,"Price: Out Of Stock.

Product: Adata Premier 8GB DDR4 3200Mhz Desktop RAM. Category: Adata. Subcategory: RAM (Desktop). Price: Out Of Stock.
",141,163128,163269
1172,sentence,"Price: Out Of Stock.

Product: Adata XPG SPECTRIX D35G RGB 8GB DDR4 3200MHz Gaming Desktop RAM. Category: Adata. Subcategory: RAM (Desktop). Price: Out Of Stock.
",162,163248,163410
1173,sentence,"Price: Out Of Stock.

Product: Netac Shadow Yellow 8GB DDR4 2666MHZ Desktop RAM. Category: Netac. Subcategory: RAM (Desktop). Price: Up Coming.

Product: Netac Basic 16GB DDR4 2666MHz Desktop RAM. ",197,163389,163586
1174,sentence,"Category: Netac. Subcategory: RAM (Desktop). Price: Up Coming.

Product: Netac Basic 8GB DDR4 3200MHz Desktop RAM. Category: Netac. Subcategory: RAM (Desktop). Price: Up Coming.
",178,163586,163764
1175,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: Netac Basic 16GB DDR4 3200MHz Desktop RAM. Category: Netac. Subcategory: RAM (Desktop). Price: Up Coming.
",162,163718,163880
1176,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: Netac Shadow Yellow 16GB DDR4 3200MHz Desktop RAM. Category: Netac. Subcategory: RAM (Desktop). Price: Up Coming.
",170,163834,164004
1177,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: Netac Z RGB 16GB DDR5 6200MHz Desktop RAM. Category: Netac. Subcategory: RAM (Desktop). Price: Up Coming.
",162,163958,164120
1178,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: Netac Shadow RGB 16GB DDR5 5600MHz Desktop RAM. Category: Netac. Subcategory: RAM (Desktop). Price: Up Coming.
",167,164074,164241
1179,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: Netac Shadow 16GB DDR4 3600MHz Desktop RAM. Category: Netac. Subcategory: RAM (Desktop). Price: Up Coming.
",163,164195,164358
1180,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: Netac Basic DDR3 8GB 1600MHZ Desktop RAM. Category: Netac. Subcategory: RAM (Desktop). Price: Up Coming.
",161,164312,164473
1181,sentence,"Subcategory: RAM (Desktop). Price: Up Coming.

Product: OCPC X3 RGB DDR4 3200MHz 8GB Desktop RAM. Category: OCPC. Subcategory: RAM (Desktop). Price: 3,800৳.
",157,164427,164584
1182,sentence,"Subcategory: RAM (Desktop). Price: 3,800৳.

Product: OCPC X3 RGB DDR4 3200MHz 8GB Desktop RAM White. Category: OCPC. Subcategory: RAM (Desktop). Price: 3,800৳.
",160,164541,164701
1183,sentence,"Subcategory: RAM (Desktop). Price: 3,800৳.

Product: OCPC X3 RGB DDR4 3200MHz 16GB Desktop RAM. Category: OCPC. Subcategory: RAM (Desktop). Price: 5,300৳5,500৳.
",161,164658,164819
