chunk_id,strategy,text,length,start_index,end_index
4257,token,d 4GB JM DDR4 3200Mhz SO-DIMM Laptop RAM. Category,50,170280,170330
4258,token,. Category: Transcend. Subcategory: RAM (Laptop). ,50,170320,170370
4259,token,"(Laptop). Price: Out Of Stock.

Product: Transcend",50,170360,170410
4260,token, Transcend 4GB DDR4 2666MHz Bus SO-DIMM Laptop RAM,50,170400,170450
4261,token,Laptop RAM. Category: Transcend. Subcategory: RAM ,50,170440,170490
4262,token,"gory: RAM (Laptop). Price: Out Of Stock.

Product:",50,170480,170530
4263,token,"

Product: Transcend 8GB DDR4 2666MHz Bus SO-DIMM ",50,170520,170570
4264,token,s SO-DIMM Laptop RAM. Category: Transcend. Subcate,50,170560,170610
4265,token,d. Subcategory: RAM (Laptop). Price: Out Of Stock.,50,170600,170650
4266,token," Of Stock.

Product: Transcend JetRAM 8GB DDR4 320",50,170640,170690
4267,token,B DDR4 3200Mhz SO-DIMM Laptop RAM. Category: Trans,50,170680,170730
4268,token,ory: Transcend. Subcategory: RAM (Laptop). Price: ,50,170720,170770
4269,token,"). Price: Out Of Stock.

Product: Transcend JetRAM",50,170760,170810
4270,token,end JetRAM 8GB DDR5 4800Mhz SO-DIMM Laptop RAM. Ca,50,170800,170850
4271,token,op RAM. Category: Transcend. Subcategory: RAM (Lap,50,170840,170890
4272,token,": RAM (Laptop). Price: Out Of Stock.

Product: Tra",50,170880,170930
4273,token,oduct: Transcend JetRAM 16GB DDR4 3200Mhz SO-DIMM ,50,170920,170970
4274,token,z SO-DIMM Laptop RAM. Category: Transcend. Subcate,50,170960,171010
4275,token,d. Subcategory: RAM (Laptop). Price: Out Of Stock.,50,171000,171050
4276,token," Of Stock.

Product: Transcend JetRAM 32GB DDR4 32",50,171040,171090
4277,token,GB DDR4 3200Mhz SO-DIMM Laptop RAM. Category: Tran,50,171080,171130
4278,token,gory: Transcend. Subcategory: RAM (Laptop). Price:,50,171120,171170
4279,token,"p). Price: Out Of Stock.

Product: Transcend JetRA",50,171160,171210
4280,token,cend JetRAM 32GB DDR5 4800Mhz SO-DIMM Laptop RAM. ,50,171200,171250
4281,token,ptop RAM. Category: Transcend. Subcategory: RAM (L,50,171240,171290
4282,token,"ry: RAM (Laptop). Price: Out Of Stock.

Product: S",50,171280,171330
4283,token,Product: Samsung 4GB 1600MHz DDR3 PC3L Laptop RAM.,50,171320,171370
4284,token,aptop RAM. Category: RAM (Laptop). Subcategory: Co,50,171360,171410
4285,token,"tegory: Component. Price: 1,500৳.

Product: G.Skil",50,171400,171450
4286,token,ct: G.Skill Ripjaws 4GB DDR3 1600MHz SO-DIMM Lapto,50,171440,171490
4287,token,DIMM Laptop RAM. Category: RAM (Laptop). Subcatego,50,171480,171530
4288,token," Subcategory: Component. Price: 1,400৳1,500৳.

Pro",50,171520,171570
4289,token,"500৳.

Product: G.Skill Ripjaws 4GB DDR4-L 2400MHz",50,171560,171610
4290,token,-L 2400MHz SO-DIMM Laptop RAM. Category: RAM (Lapt,50,171600,171650
4291,token," RAM (Laptop). Subcategory: Component. Price: 1,90",50,171640,171690
4292,token,"rice: 1,900৳.

Product: Lexar 4GB DDR4 3200MHz SOD",50,171680,171730
4293,token,200MHz SODIMM Laptop RAM. Category: RAM (Laptop). ,50,171720,171770
4294,token,"(Laptop). Subcategory: Component. Price: 1,500৳2,0",50,171760,171810
4295,token," 1,500৳2,000৳.

Product: G.Skill RipJaws 4GB 2666M",50,171800,171850
4296,token, 4GB 2666MHz Laptop RAM. Category: RAM (Laptop). S,50,171840,171890
4297,token,"Laptop). Subcategory: Component. Price: 1,900৳2,20",50,171880,171930
4298,token,"1,900৳2,200৳.

Product: Netac Basic SO DDR4 2666MH",50,171920,171970
4299,token,DR4 2666MHz 8GB Laptop RAM. Category: RAM (Laptop),50,171960,172010
4300,token,"M (Laptop). Subcategory: Component. Price: 2,500৳.",50,172000,172050
4301,token,"e: 2,500৳.

Product: Lexar 8GB DDR4 3200MHz SODIMM",50,172040,172090
4302,token,MHz SODIMM Laptop RAM. Category: RAM (Laptop). Sub,50,172080,172130
4303,token,"ptop). Subcategory: Component. Price: 3,000৳.

Pro",50,172120,172170
4304,token,"000৳.

Product: G.Skill Ripjaws 8GB DDR4 3200MHz C",50,172160,172210
4305,token, 3200MHz C22 Laptop RAM. Category: RAM (Laptop). S,50,172200,172250
4306,token,"Laptop). Subcategory: Component. Price: 3,100৳.

P",50,172240,172290
4307,token,"3,100৳.

Product: G.Skill RipJaws 8GB 2666MHz Lapt",50,172280,172330
4308,token,66MHz Laptop RAM. Category: RAM (Laptop). Subcateg,50,172320,172370
4309,token,". Subcategory: Component. Price: 3,200৳.

Product:",50,172360,172410
4310,token,"

Product: G.Skill Ripjaws 8GB DDR4-L 2400MHz SO-D",50,172400,172450
4311,token,00MHz SO-DIMM Laptop RAM. Category: RAM (Laptop). ,50,172440,172490
4312,token,"(Laptop). Subcategory: Component. Price: 3,100৳3,2",50,172480,172530
4313,token," 3,100৳3,200৳.

Product: CORSAIR VENGEANCE 8GB DDR",50,172520,172570
4314,token,CE 8GB DDR4 3200MHz SODIMM Laptop RAM. Category: R,50,172560,172610
4315,token,ategory: RAM (Laptop). Subcategory: Component. Pri,50,172600,172650
4316,token,"onent. Price: 3,300৳.

Product: G.Skill Ripjaws 8G",50,172640,172690
4317,token,Ripjaws 8GB DDR4 3200MHz SO-DIMM Laptop RAM. Categ,50,172680,172730
4318,token,RAM. Category: RAM (Laptop). Subcategory: Componen,50,172720,172770
4319,token,": Component. Price: 3,600৳.

Product: G.Skill Ripj",50,172760,172810
4320,token,Skill Ripjaws 16GB DDR4 3200MHz C22 Laptop RAM. Ca,50,172800,172850
4321,token,op RAM. Category: RAM (Laptop). Subcategory: Compo,50,172840,172890
4322,token,"ory: Component. Price: 5,300৳.

Product: G.Skill R",50,172880,172930
4323,token, G.Skill Ripjaws 16GB DDR4 2666MHz SO-DIMM Laptop ,50,172920,172970
4324,token,MM Laptop RAM. Category: RAM (Laptop). Subcategory,50,172960,173010
4325,token,"ubcategory: Component. Price: 5,500৳.

Product: OC",50,173000,173050
4326,token,roduct: OCPC SODIMM VS 16GB DDR5 5600MHz Laptop RA,50,173040,173090
4327,token, Laptop RAM. Category: OCPC. Subcategory: RAM (Lap,50,173080,173130
4328,token,": RAM (Laptop). Price: 6,200৳.

Product: OCPC SODI",50,173120,173170
4329,token, OCPC SODIMM VS DDR4 3200MHz 8GB Laptop RAM. Categ,50,173160,173210
4330,token,RAM. Category: OCPC. Subcategory: RAM (Laptop). Pr,50,173200,173250
4331,token,"aptop). Price: Out Of Stock.

Product: OCPC SODIMM",50,173240,173290
4332,token,CPC SODIMM VS 16GB DDR5 4800MHz Laptop RAM. Catego,50,173280,173330
4333,token,AM. Category: OCPC. Subcategory: RAM (Laptop). Pri,50,173320,173370
4334,token,"ptop). Price: Out Of Stock.

Product: Lexar 4GB DD",50,173360,173410
4335,token,xar 4GB DDR4 2666Mhz SODIMM Laptop RAM. Category: ,50,173400,173450
4336,token,Category: Lexar. Subcategory: RAM (Laptop). Price:,50,173440,173490
4337,token,"p). Price: Out Of Stock.

Product: Lexar 8GB DDR4 ",50,173480,173530
4338,token, 8GB DDR4 2666Mhz SODIMM Laptop RAM. Category: Lex,50,173520,173570
4339,token,egory: Lexar. Subcategory: RAM (Laptop). Price: Ou,50,173560,173610
4340,token," Price: Out Of Stock.

Product: Lexar 32GB DDR4 32",50,173600,173650
4341,token,GB DDR4 3200MHz SODIMM Laptop RAM. Category: Lexar,50,173640,173690
4342,token,ory: Lexar. Subcategory: RAM (Laptop). Price: Out ,50,173680,173730
4343,token,"rice: Out Of Stock.

Product: Lexar 16GB DDR4 3200",50,173720,173770
4344,token, DDR4 3200MHz SODIMM Laptop RAM. Category: Lexar. ,50,173760,173810
4345,token,y: Lexar. Subcategory: RAM (Laptop). Price: Out Of,50,173800,173850
4346,token,"ce: Out Of Stock.

Product: Corsair VENGEANCE 16GB",50,173840,173890
4347,token,EANCE 16GB DDR5 5200MHz SODIMM Laptop RAM. Categor,50,173880,173930
4348,token,M. Category: Corsair. Subcategory: RAM (Laptop). P,50,173920,173970
4349,token,"Laptop). Price: 6,500৳.

Product: CORSAIR VENGEANC",50,173960,174010
4350,token,R VENGEANCE 16GB DDR4 3200MHz SODIMM Laptop RAM. C,50,174000,174050
4351,token,top RAM. Category: Corsair. Subcategory: RAM (Lapt,50,174040,174090
4352,token," RAM (Laptop). Price: Out Of Stock.

Product: CORS",50,174080,174130
4353,token,duct: CORSAIR VENGEANCE 16GB DDR5 4800MHz SODIMM L,50,174120,174170
4354,token,z SODIMM Laptop RAM. Category: Corsair. Subcategor,50,174160,174210
4355,token,"Subcategory: RAM (Laptop). Price: Out Of Stock.

P",50,174200,174250
4356,token," Stock.

Product: CORSAIR VENGEANCE 16GB DDR5 5600",50,174240,174290
4357,token, DDR5 5600MHz SODIMM Laptop RAM. Category: Corsair,50,174280,174330
4358,token,y: Corsair. Subcategory: RAM (Laptop). Price: Out ,50,174320,174370
4359,token,"rice: Out Of Stock.

Product: G.Skill Ripjaws 16GB",50,174360,174410
4360,token,pjaws 16GB DDR4 3200MHz SO-DIMM Laptop RAM. Catego,50,174400,174450
4361,token,AM. Category: G.Skill. Subcategory: RAM (Laptop). ,50,174440,174490
4362,token,"(Laptop). Price: 8,000৳.

Product: G.Skill Ripjaws",50,174480,174530
4363,token,ll Ripjaws 8GB DDR3 1600MHz SO-DIMM Laptop RAM. Ca,50,174520,174570
4364,token,op RAM. Category: G.Skill. Subcategory: RAM (Lapto,50,174560,174610
4365,token,"RAM (Laptop). Price: Out Of Stock.

Product: G.Ski",50,174600,174650
4366,token,uct: G.Skill Ripjaws 16GB DDR4 2400MHz SO-DIMM Lap,50,174640,174690
4367,token,O-DIMM Laptop RAM. Category: G.Skill. Subcategory:,50,174680,174730
4368,token,"bcategory: RAM (Laptop). Price: Out Of Stock.

Pro",50,174720,174770
4369,token,"tock.

Product: G.Skill Ripjaws 16GB DDR5 4800MHz ",50,174760,174810
4370,token,5 4800MHz SO-DIMM Laptop RAM. Category: G.Skill. S,50,174800,174850
4371,token,G.Skill. Subcategory: RAM (Laptop). Price: Out Of ,50,174840,174890
4372,token,"e: Out Of Stock.

Product: G.Skill Ripjaws 32GB DD",50,174880,174930
4373,token,ws 32GB DDR4 3200MHz C22 Laptop RAM. Category: G.S,50,174920,174970
4374,token,egory: G.Skill. Subcategory: RAM (Laptop). Price: ,50,174960,175010
4375,token,"). Price: Out Of Stock.

Product: BORY 8GB DDR4 32",50,175000,175050
4376,token,GB DDR4 3200MHz SODIMM Laptop RAM. Category: Bory.,50,175040,175090
4377,token,ory: Bory. Subcategory: RAM (Laptop). Price: Out O,50,175080,175130
4378,token,"ice: Out Of Stock.

Product: BORY 16GB DDR4 3200MH",50,175120,175170
4379,token,DR4 3200MHz SODIMM Laptop RAM. Category: Bory. Sub,50,175160,175210
4380,token, Bory. Subcategory: RAM (Laptop). Price: Out Of St,50,175200,175250
4381,token," Out Of Stock.

Product: Toshiba P300 2TB 3.5-Inch",50,175240,175290
4382,token,B 3.5-Inch SATA 7200RPM Desktop HDD. Category: Tos,50,175280,175330
4383,token,egory: Toshiba. Subcategory: Hard Disk Drive. Pric,50,175320,175370
4384,token,"rive. Price: 7,800৳.

Product: Toshiba S300 4TB 3.",50,175360,175410
4385,token,300 4TB 3.5 Inch Surveillance HDD. Category: Toshi,50,175400,175450
4386,token,ory: Toshiba. Subcategory: Hard Disk Drive. Price:,50,175440,175490
4387,token,"ve. Price: 12,500৳.

Product: TOSHIBA X300 Perform",50,175480,175530
4388,token,"00 Performance 4TB 3.5"" 7200 RPM SATA Hard Disk Dr",50,175520,175570
4389,token,rd Disk Drive. Category: Toshiba. Subcategory: Har,50,175560,175610
4390,token,"egory: Hard Disk Drive. Price: 17,400৳17,500৳.

Pr",50,175600,175650
4391,token,",500৳.

Product: Toshiba S300 6TB 5400rpm 3.5"" Sur",50,175640,175690
4392,token,"m 3.5"" Surveillance Hard Drive. Category: Toshiba.",50,175680,175730
4393,token,: Toshiba. Subcategory: Hard Disk Drive. Price: 19,50,175720,175770
4394,token," Price: 19,200৳.

Product: TOSHIBA Tomcat Nearline",50,175760,175810
4395,token,t Nearline 4TB 3.5 Inch 7200RPM SATA NAS HDD. Cate,50,175800,175850
4396,token, HDD. Category: Toshiba. Subcategory: Hard Disk Dr,50,175840,175890
4397,token,"rd Disk Drive. Price: 20,500৳20,700৳.

Product: To",50,175880,175930
4398,token,"roduct: Toshiba S300 Pro 10TB 7200rpm 3.5"" Surveil",50,175920,175970
4399,token,"5"" Surveillance Hard Drive. Category: Toshiba. Sub",50,175960,176010
4400,token,"shiba. Subcategory: Hard Disk Drive. Price: 36,000",50,176000,176050
4401,token,"ce: 36,000৳36,500৳.

Product: Toshiba MG07ACA Ente",50,176040,176090
4402,token,07ACA Enterprise 12TB 3.5 Inch SATA 7200RPM HDD. C,50,176080,176130
4403,token,RPM HDD. Category: Toshiba. Subcategory: Hard Disk,50,176120,176170
4404,token," Hard Disk Drive. Price: 38,900৳.

Product: Toshib",50,176160,176210
4405,token,ct: Toshiba 1TB Sata Laptop Hard Disk. Category: T,50,176200,176250
4406,token,ategory: Toshiba. Subcategory: Hard Disk Drive. Pr,50,176240,176290
4407,token," Drive. Price: Out Of Stock.

Product: Toshiba S30",50,176280,176330
4408,token,"oshiba S300 1TB 5700rpm 3.5"" Surveillance Hard Dri",50,176320,176370
4409,token,e Hard Drive. Category: Toshiba. Subcategory: Hard,50,176360,176410
4410,token,"gory: Hard Disk Drive. Price: Out Of Stock.

Produ",50,176400,176450
4411,token,"ck.

Product: Toshiba DT01ABA100V 1TB Surveillance",50,176440,176490
4412,token,rveillance Hard Drive. Category: Toshiba. Subcateg,50,176480,176530
4413,token,. Subcategory: Hard Disk Drive. Price: Out Of Stoc,50,176520,176570
4414,token,"ut Of Stock.

Product: Toshiba 3TB SATA Desktop Ha",50,176560,176610
4415,token,Desktop Hard Disk. Category: Toshiba. Subcategory:,50,176600,176650
4416,token,"bcategory: Hard Disk Drive. Price: Out Of Stock.

",50,176640,176690
4417,token,"f Stock.

Product: Toshiba P300 2TB 3.5-Inch SATA ",50,176680,176730
4418,token,Inch SATA 5400RPM Desktop HDD. Category: Toshiba. ,50,176720,176770
4419,token, Toshiba. Subcategory: Hard Disk Drive. Price: Out,50,176760,176810
4420,token,"Price: Out Of Stock.

Product: Toshiba 2TB Sata De",50,176800,176850
4421,token,TB Sata Desktop Hard Disk. Category: Toshiba. Subc,50,176840,176890
4422,token,hiba. Subcategory: Hard Disk Drive. Price: Out Of ,50,176880,176930
4423,token,"e: Out Of Stock.

Product: Toshiba P300 1TB Deskto",50,176920,176970
4424,token,1TB Desktop PC Internal Hard Drive. Category: Tosh,50,176960,177010
4425,token,gory: Toshiba. Subcategory: Hard Disk Drive. Price,50,177000,177050
4426,token,"ive. Price: Out Of Stock.

Product: Toshiba S300 2",50,177040,177090
4427,token,"iba S300 2TB 5400rpm 3.5"" Surveillance Hard Drive.",50,177080,177130
4428,token,ard Drive. Category: Toshiba. Subcategory: Hard Di,50,177120,177170
4429,token,"y: Hard Disk Drive. Price: Out Of Stock.

Product:",50,177160,177210
4430,token,"

Product: Toshiba P300 4TB 3.5-Inch SATA 5400RPM ",50,177200,177250
4431,token,A 5400RPM Desktop HDD. Category: Toshiba. Subcateg,50,177240,177290
4432,token,. Subcategory: Hard Disk Drive. Price: Out Of Stoc,50,177280,177330
4433,token,"ut Of Stock.

Product: Toshiba 4TB Sata Desktop Ha",50,177320,177370
4434,token,Desktop Hard Disk. Category: Toshiba. Subcategory:,50,177360,177410
4435,token,"bcategory: Hard Disk Drive. Price: Out Of Stock.

",50,177400,177450
4436,token,"f Stock.

Product: Toshiba P300 6TB 3.5-Inch SATA ",50,177440,177490
4437,token,Inch SATA 5400RPM Desktop HDD. Category: Toshiba. ,50,177480,177530
4438,token, Toshiba. Subcategory: Hard Disk Drive. Price: Out,50,177520,177570
4439,token,"Price: Out Of Stock.

Product: Toshiba S300 Pro 6T",50,177560,177610
4440,token,"300 Pro 6TB 7200rpm 3.5"" Surveillance Hard Drive. ",50,177600,177650
4441,token,rd Drive. Category: Toshiba. Subcategory: Hard Dis,50,177640,177690
4442,token,": Hard Disk Drive. Price: Out Of Stock.

Product: ",50,177680,177730
4443,token,"
Product: TOSHIBA MG08-D Series 6TB 3.5"" 7200RPM E",50,177720,177770
4444,token, 7200RPM Enterprise HDD. Category: Toshiba. Subcat,50,177760,177810
4445,token,ba. Subcategory: Hard Disk Drive. Price: Out Of St,50,177800,177850
4446,token," Out Of Stock.

Product: Seagate SkyHawk 2TB 3.5"" ",50,177840,177890
4447,token," 2TB 3.5"" Surveillance Hard Drive. Category: Seaga",50,177880,177930
4448,token,ory: Seagate. Subcategory: Hard Disk Drive. Price:,50,177920,177970
4449,token,"ve. Price: 8,700৳9,200৳.

Product: Seagate Barracu",50,177960,178010
4450,token,te Barracuda 2TB 7200RPM SATA 3.5-inch HDD. Catego,50,178000,178050
4451,token,DD. Category: Seagate. Subcategory: Hard Disk Driv,50,178040,178090
4452,token," Disk Drive. Price: 8,800৳9,200৳.

Product: Seagat",50,178080,178130
4453,token,ct: Seagate SkyHawk 4TB Surveillance Hard Drive. C,50,178120,178170
4454,token,d Drive. Category: Seagate. Subcategory: Hard Disk,50,178160,178210
4455,token," Hard Disk Drive. Price: 12,500৳14,000৳.

Product:",50,178200,178250
4456,token,"

Product: Seagate Barracuda 4TB SATA 3.5 inch HDD",50,178240,178290
4457,token,5 inch HDD. Category: Seagate. Subcategory: Hard D,50,178280,178330
4458,token,"ry: Hard Disk Drive. Price: 14,400৳14,700৳.

Produ",50,178320,178370
4459,token,"0৳.

Product: Seagate Barracuda 6TB 3.5 Inch Deskt",50,178360,178410
4460,token,Inch Desktop HDD. Category: Seagate. Subcategory: ,50,178400,178450
4461,token,"category: Hard Disk Drive. Price: 18,000৳.

Produc",50,178440,178490
4462,token,"৳.

Product: Seagate Skyhawk 6TB 3.5"" Surveillance",50,178480,178530
4463,token,rveillance Internal HDD. Category: Seagate. Subcat,50,178520,178570
4464,token,"te. Subcategory: Hard Disk Drive. Price: 20,000৳.
",50,178560,178610
4465,token," 20,000৳.

Product: Seagate Skyhawk 6TB 3.5"" Surve",50,178600,178650
4466,token,"3.5"" Surveillance HDD. Category: Seagate. Subcateg",50,178640,178690
4467,token,". Subcategory: Hard Disk Drive. Price: 20,500৳.

P",50,178680,178730
4468,token,"0,500৳.

Product: Seagate Barracuda 8TB 3.5 Inch D",50,178720,178770
4469,token,3.5 Inch Desktop HDD. Category: Seagate. Subcatego,50,178760,178810
4470,token," Subcategory: Hard Disk Drive. Price: 24,500৳.

Pr",50,178800,178850
4471,token,",500৳.

Product: Seagate SkyHawk 8TB 3.5 inch SATA",50,178840,178890
4472,token, inch SATA 7200RPM Surveillance HDD. Category: Sea,50,178880,178930
4473,token,egory: Seagate. Subcategory: Hard Disk Drive. Pric,50,178920,178970
4474,token,"rive. Price: 25,000৳.

Product: Seagate Exos 7E10 ",50,178960,179010
4475,token,Exos 7E10 4TB 3.5 Inch SATA 7200RPM Enterprise HDD,50,179000,179050
4476,token,rprise HDD #ST4000NM024B. Category: Seagate. Subca,50,179040,179090
4477,token,"ate. Subcategory: Hard Disk Drive. Price: 24,500৳2",50,179080,179130
4478,token,": 24,500৳25,700৳.

Product: Seagate Exos 7E10 4TB ",50,179120,179170
4479,token, 7E10 4TB 3.5 Inch SAS 7200RPM Enterprise Internal,50,179160,179210
4480,token,e Internal HDD #ST4000NM025B. Category: Seagate. S,50,179200,179250
4481,token,"Seagate. Subcategory: Hard Disk Drive. Price: 25,5",50,179240,179290
4482,token,"rice: 25,500৳26,400৳.

Product: Seagate IronWolf 6",50,179280,179330
4483,token,IronWolf 6TB 3.5 Inch SATA 5400RPM NAS HDD. Catego,50,179320,179370
4484,token,DD. Category: Seagate. Subcategory: Hard Disk Driv,50,179360,179410
4485,token," Disk Drive. Price: 26,400৳.

Product: Seagate Iro",50,179400,179450
4486,token,"eagate IronWolf 10TB SATA 3.5"" 7200RPM NAS Hard Di",50,179440,179490
4487,token,AS Hard Disk. Category: Seagate. Subcategory: Hard,50,179480,179530
4488,token,"gory: Hard Disk Drive. Price: 38,400৳39,500৳.

Pro",50,179520,179570
4489,token,"500৳.

Product: Seagate Exos 7E10 10TB 7200RPM 3.5",50,179560,179610
4490,token,"200RPM 3.5"" SATA Enterprise HDD. Category: Seagate",50,179600,179650
4491,token,y: Seagate. Subcategory: Hard Disk Drive. Price: 4,50,179640,179690
4492,token,". Price: 42,000৳43,000৳.

Product: Seagate SkyHawk",50,179680,179730
4493,token,"te SkyHawk AI 12TB 3.5"" Surveillance HDD. Category",50,179720,179770
4494,token,. Category: Seagate. Subcategory: Hard Disk Drive.,50,179760,179810
4495,token,"isk Drive. Price: 45,500৳.

Product: Seagate IronW",50,179800,179850
4496,token,gate IronWolf Pro 10TB 3.5-inch SATA 7200RPM NAS H,50,179840,179890
4497,token,0RPM NAS HDD. Category: Seagate. Subcategory: Hard,50,179880,179930
4498,token,"gory: Hard Disk Drive. Price: 45,000৳46,000৳.

Pro",50,179920,179970
4499,token,"000৳.

Product: Seagate IronWolf 12TB 3.5 Inch SAT",50,179960,180010
4500,token,5 Inch SATA 7200RPM NAS HDD. Category: Seagate. Su,50,180000,180050
4501,token,"eagate. Subcategory: Hard Disk Drive. Price: 47,00",50,180040,180090
4502,token,"ice: 47,000৳47,800৳.

Product: Seagate Exos X18 12",50,180080,180130
4503,token,"xos X18 12TB 7200rpm SATA III 3.5"" NAS HDD. Catego",50,180120,180170
4504,token,DD. Category: Seagate. Subcategory: Hard Disk Driv,50,180160,180210
4505,token," Disk Drive. Price: 58,000৳59,000৳.

Product: Seag",50,180200,180250
4506,token,duct: Seagate IronWolf Pro 16TB 3.5 Inch SATA 7200,50,180240,180290
4507,token, SATA 7200RPM NAS HDD. Category: Seagate. Subcateg,50,180280,180330
4508,token,". Subcategory: Hard Disk Drive. Price: 62,500৳66,5",50,180320,180370
4509,token,"2,500৳66,500৳.

Product: Seagate Exos X18 18TB 720",50,180360,180410
4510,token,"8 18TB 7200rpm SATA III 3.5"" NAS HDD. Category: Se",50,180400,180450
4511,token,tegory: Seagate. Subcategory: Hard Disk Drive. Pri,50,180440,180490
4512,token,"Drive. Price: 63,500৳72,500৳.

Product: Netac Basi",50,180480,180530
4513,token,Netac Basic SO DDR3L 1600MHz 4GB Laptop RAM. Categ,50,180520,180570
4514,token,RAM. Category: Netac. Subcategory: RAM (Laptop). P,50,180560,180610
4515,token,"Laptop). Price: Up Coming.

Product: Netac Basic S",50,180600,180650
4516,token,ac Basic SO DDR3L 1600MHz 8GB Laptop RAM. Category,50,180640,180690
4517,token,. Category: Netac. Subcategory: RAM (Laptop). Pric,50,180680,180730
4518,token,"top). Price: Up Coming.

Product: Netac Basic SO D",50,180720,180770
4519,token,Basic SO DDR4 2666MHz 4GB Laptop RAM. Category: Ne,50,180760,180810
4520,token,tegory: Netac. Subcategory: RAM (Laptop). Price: U,50,180800,180850
4521,token,". Price: Up Coming.

Product: Netac Basic SO DDR4 ",50,180840,180890
4522,token,c SO DDR4 3200MHz 8GB Laptop RAM. Category: Netac.,50,180880,180930
4523,token,"ry: Netac. Subcategory: RAM (Laptop). Price: 2,800",50,180920,180970
4524,token,"ice: 2,800৳.

Product: Netac Basic SO DDR4 3200MHz",50,180960,181010
4525,token,R4 3200MHz 16GB Laptop RAM. Category: Netac. Subca,50,181000,181050
4526,token,"tac. Subcategory: RAM (Laptop). Price: Up Coming.
",50,181040,181090
4527,token,"p Coming.

Product: Xtreme XPS550N 200W ATX Power ",50,181080,181130
4528,token,ATX Power Supply. Category: Power Supply. Subcateg,50,181120,181170
4529,token,". Subcategory: Component. Price: 1,350৳1,700৳.

Pr",50,181160,181210
4530,token,",700৳.

Product: Xtreme XJOGOS JPS300G 300W ATX Po",50,181200,181250
4531,token,00W ATX Power Supply. Category: Power Supply. Subc,50,181240,181290
4532,token,"pply. Subcategory: Component. Price: 1,900৳2,000৳.",50,181280,181330
4533,token,"00৳2,000৳.

Product: Huntkey CP3000 300W Power Sup",50,181320,181370
4534,token, Power Supply. Category: Power Supply. Subcategory,50,181360,181410
4535,token,"ubcategory: Component. Price: 2,300৳2,500৳.

Produ",50,181400,181450
4536,token,"0৳.

Product: Thermaltake W0422RE Litepower 350W N",50,181440,181490
4537,token,wer 350W Non Modular Power Supply. Category: Power,50,181480,181530
4538,token,ory: Power Supply. Subcategory: Component. Price: ,50,181520,181570
4539,token,"t. Price: 2,550৳2,750৳.

Product: MSI MAG A300N-H ",50,181560,181610
4540,token,G A300N-H 300W 80 Plus Non Modular Power Supply. C,50,181600,181650
4541,token, Supply. Category: Power Supply. Subcategory: Comp,50,181640,181690
4542,token,"gory: Component. Price: 2,800৳.

Product: Antec ME",50,181680,181730
4543,token,: Antec META V350 350W Power Supply. Category: Pow,50,181720,181770
4544,token,egory: Power Supply. Subcategory: Component. Price,50,181760,181810
4545,token,"ent. Price: 3,050৳.

Product: Gamdias AURA GP450 P",50,181800,181850
4546,token,RA GP450 PRO 450W 80 Plus White Certified ATX Powe,50,181840,181890
4547,token,d ATX Power Supply Black. Category: Power Supply. ,50,181880,181930
4548,token,"r Supply. Subcategory: Component. Price: 3,099৳.

",50,181920,181970
4549,token," 3,099৳.

Product: Thermaltake Litepower 450W Non ",50,181960,182010
4550,token, 450W Non Modular Power Supply. Category: Power Su,50,182000,182050
4551,token,": Power Supply. Subcategory: Component. Price: 3,1",50,182040,182090
4552,token,"Price: 3,100৳3,300৳.

Product: Gamdias AURA GP550 ",50,182080,182130
4553,token,URA GP550 550W Power Supply. Category: Power Suppl,50,182120,182170
4554,token,"ower Supply. Subcategory: Component. Price: 3,300৳",50,182160,182210
4555,token,"ce: 3,300৳.

Product: Antec META V450 450W Power S",50,182200,182250
4556,token,0W Power Supply. Category: Power Supply. Subcatego,50,182240,182290
4557,token," Subcategory: Component. Price: 3,350৳.

Product: ",50,182280,182330
4558,token,"
Product: 1STPLAYER FK 5.0 PS-500FK 500W Non-Modul",50,182320,182370
4559,token, Non-Modular ATX Power Supply. Category: Power Sup,50,182360,182410
4560,token," Power Supply. Subcategory: Component. Price: 3,50",50,182400,182450
4561,token,"rice: 3,500৳.

Product: Antec META V550 550W Power",50,182440,182490
4562,token,550W Power Supply. Category: Power Supply. Subcate,50,182480,182530
4563,token,"y. Subcategory: Component. Price: 3,650৳.

Product",50,182520,182570
4564,token,".

Product: Gamdias HELIOS M1-450B 450W 80 Plus Br",50,182560,182610
4565,token,80 Plus Bronze Power Supply. Category: Power Suppl,50,182600,182650
4566,token,"ower Supply. Subcategory: Component. Price: 4,400৳",50,182640,182690
4567,token,"ce: 4,400৳.

Product: Huntkey CP5000 500W Power Su",50,182680,182730
4568,token,W Power Supply. Category: Power Supply. Subcategor,50,182720,182770
4569,token,"Subcategory: Component. Price: 4,300৳4,500৳.

Prod",50,182760,182810
4570,token,"00৳.

Product: MSI MAG A500DN 500W 80 Plus Standar",50,182800,182850
4571,token,us Standard Power Supply. Category: Power Supply. ,50,182840,182890
4572,token,"r Supply. Subcategory: Component. Price: 4,300৳4,5",50,182880,182930
4573,token," 4,300৳4,580৳.

Product: Xigmatek Odin 500W 80 Plu",50,182920,182970
4574,token,00W 80 Plus Power Supply. Category: Power Supply. ,50,182960,183010
4575,token,"r Supply. Subcategory: Component. Price: 4,300৳4,5",50,183000,183050
4576,token," 4,300৳4,500৳.

Product: Cougar STC550 550W 80+ Wh",50,183040,183090
